Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulpomag (K Mag) (Lbs),Sulpomag (K Mag) (Cambios),Sin Calcio,Sin Calcio (Cambios),Sin Boro,Sin Boro (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
25,169,39617,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
26,176,39624,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
27,183,39631,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
28,190,39638,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
29,197,39645,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
30,204,39652,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
31,211,39659,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
32,218,39666,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
33,225,39673,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
34,232,39680,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
35,239,39687,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
36,246,39694,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
37,253,39701,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
38,260,39708,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
39,267,39715,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
40,274,39722,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
41,281,39729,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
42,288,39736,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
43,295,39743,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
44,302,39750,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
45,309,39757,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
46,316,39764,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
47,323,39771,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
48,330,39778,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
49,337,39785,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
50,344,39792,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
51,351,39799,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
52,358,39806,,13.73823485427644,,9.697078695652174,,5.7984959673860175,,8.230504288947223,,0.0003149165839167348,,0.24978763809999996,,20.019999999999996,,221.86380179210397
