Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Sin Boro,Admin_Sulfato de Magnesio_Cambios_2,Sin Melaza,Admin_Sulfato de Magnesio_Cambios_3,Admin_Costo / Aplicación
1,1,39449,,75.87097476370512,,13.008647826086953,,52.132079999999995,,50.18705288379257,,3.7242761748192e-12,,0.03568384819999999,,0.0,,1533.174206801994
2,8,39456,,75.87097476370512,,13.008647826086953,,52.132079999999995,,50.18705288379257,,3.7242761748192e-12,,0.05199654459999999,,0.0,,1533.174206801994
3,15,39463,,75.87097476370512,,13.008647826086953,,52.132079999999995,,50.18705288379257,,3.7242761748192e-12,,0.0764652889,,0.0,,1533.174206801994
4,22,39470,,75.87097476370512,,13.008647826086953,,66.19613,,63.726378786582224,,4.729001218141201e-12,,0.0856409554,,0.0,,1771.632786137524
5,29,39477,,21.677421361058602,,3.71675652173913,,20.520500000000002,,19.75488832791374,,1.4659689244200002e-12,,0.0244688444,,0.0,,533.4332051062102
