Requerimientos Semanal para:,Columna_1,Columna_2,Columna_3,Columna_4,Piña,Piña_1,Piña_2,Piña_3,Piña_4,Piña_5,Columna_11,Columna_12
1,6.7267004260074,7.255468578094756,4.881724392764857,8.002826873385011,9.760538666666664,18.77026666666666,2.088156180260418,13.050976126627612,5.810712202810665,21.521156306706164,35.6482,173.89365853658538
2,9.60957203715343,10.364955111563935,6.973891989664082,11.432609819121447,13.943626666666663,26.81466666666666,2.983080257514883,18.644251609468018,8.301017432586667,30.744509009580245,51.944599999999994,253.38829268292682
3,14.654597356658982,15.806556545135006,10.635185284237725,17.434729974160206,21.264030666666663,40.89236666666666,4.549197392710197,28.43248370443873,12.659051584694668,46.885376239609876,76.3889,372.62878048780493
4,16.8167510650185,18.138671445236877,12.204310981912142,20.007067183462528,24.40134666666666,46.92566666666666,5.2203904506510455,32.627440316569036,14.526780507026668,53.80289076676544,85.5554,417.34341463414637
5,21.141058481737545,22.80290124544066,15.342562377260979,25.15174160206718,30.67597866666666,58.99226666666665,6.562776566532743,41.01735354082964,18.262238351690666,67.63791982107654,100.83349999999999,491.870731707317
6,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,121.20429999999999,591.2404878048781
7,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,133.4265,650.8609756097561
8,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,163.98199999999997,799.9121951219511
9,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,170.09319999999997,829.7229268292682
10,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,206.76039999999995,1008.5873170731705
11,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,206.76039999999995,1008.5873170731705
12,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,231.2048,1127.828292682927
13,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,249.53810000000001,1217.2590243902441
14,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,249.53810000000001,1217.2590243902441
15,26.9068017040296,29.021874312379023,19.52689757105943,32.011307493540045,39.042154666666654,75.08106666666664,8.352624721041671,52.20390450651045,23.24284881124266,86.08462522682466,249.53810000000001,1217.2590243902441
