Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,3,39338,Furadan 48 SC,6.169722704679693,,1.867274104347826,,7.276092156666666,,5.837389202059011,,9.625898034115325,,87.03377609756097,,20.019999999999996,3.788785,1618.6320958039803
2,10,39345,Actara 25 WG,6.169722704679693,,1.867274104347826,,7.276092156666666,,5.837389202059011,,9.625898034115325,,126.82084048780487,,20.019999999999996,400.4,1470.084712038712
3,17,39352,,6.169722704679693,,1.867274104347826,,7.276092156666666,,5.837389202059011,,9.625898034115325,,186.50070463414633,,20.019999999999996,,170.6705957457365
4,24,39359,Actara 25 WG,5.6349517385537995,,2.8625422913043477,,7.276092156666666,,5.837389202059011,,9.625898034115325,,208.88037902439024,,20.019999999999996,400.4,1474.2509113818219
5,31,39366,BaZam,8.049931055076856,,4.089346130434783,,10.39441736666667,,8.339127431512875,,13.751282905879037,,246.18130121951222,,20.019999999999996,1.001,604.3526025537525
6,38,39373,Actara 25 WG,8.049931055076856,,4.089346130434783,,10.39441736666667,,8.339127431512875,,13.751282905879037,,295.9158641463415,,20.019999999999996,400.4,1526.8442147422402
7,45,39380,,8.049931055076856,,4.089346130434783,,10.39441736666667,,8.339127431512875,,13.751282905879037,,325.75591829268296,,20.019999999999996,,226.48716045326475
8,52,39387,,7.337536049236495,,5.4151923913043465,,10.39441736666667,,8.339127431512875,,13.751282905879037,,400.35605365853655,,20.019999999999996,,230.94015337300613
9,59,39394,TricoZam,11.006304073854745,,8.12278858695652,,15.591626049999997,,12.50869114726931,,20.626924358818552,,415.27632487804874,,20.019999999999996,1.001,695.9110849822408
10,66,39401,,11.006304073854745,,8.12278858695652,,15.591626049999997,,12.50869114726931,,20.626924358818552,,504.797952195122,,20.019999999999996,,318.3599684054604
11,73,39408,,11.499349514477718,,7.2051762391304335,,15.591626049999997,,12.50869114726931,,20.626924358818552,,504.797952195122,,20.019999999999996,,316.90959306762784
