Fase,Día después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.36),Relación Ca:Mg (1:0.5) (CaO/1.39)/MgO,Relación K:Ca (1:1)     (CaO/1.19)/K2O
,1.0,1,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,2.0,1,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,3.0,1,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,4.0,1,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,5.0,1,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,6.0,1,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,7.0,1,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,8.0,2,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,9.0,2,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,10.0,2,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,5.0926,3.603257029385519,0.5,0.25000000000000006
,11.0,2,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,9.1667,3.603257029385519,0.5,0.25000000000000006
,12.0,2,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,9.1667,3.603257029385519,0.5,0.25000000000000006
,13.0,2,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,9.1667,3.603257029385519,0.5,0.25000000000000006
,14.0,2,1.955657142857143,2.2103,1.825,0.19521899144715565,0.5432358875000001,9.1667,3.603257029385519,0.5,0.25000000000000006
,15.0,3,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,9.1667,3.2,0.5,0.25
,16.0,3,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,9.1667,3.2,0.5,0.25
,17.0,3,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,9.1667,3.2,0.5,0.25
,18.0,3,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,19.0,3,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,20.0,3,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,21.0,3,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,22.0,4,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,23.0,4,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,24.0,4,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,25.0,4,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,26.0,4,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,27.0,4,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,28.0,4,3.9969974935494883,2.2103,4.2,0.449271103604413,1.2501867000000002,12.2222,3.2,0.5,0.25
,29.0,5,4.3062984829253255,1.5201,4.525009999999999,0.4840371991716677,1.3469303141349998,12.2222,3.2,0.5,0.25
,30.0,5,4.3062984829253255,1.5201,4.525009999999999,0.4840371991716677,1.3469303141349998,12.2222,3.2,0.5,0.25
,31.0,5,4.3062984829253255,1.5201,4.525009999999999,0.4840371991716677,1.3469303141349998,12.2222,3.2,0.5,0.25
,32.0,5,4.3062984829253255,1.5201,4.525009999999999,0.4840371991716677,1.3469303141349998,12.2222,3.2,0.5,0.25
,33.0,5,4.3062984829253255,1.5201,4.525009999999999,0.4840371991716677,1.3469303141349998,17.3149,3.2,0.5,0.25
,34.0,5,4.3062984829253255,1.5201,4.525009999999999,0.4840371991716677,1.3469303141349998,17.3149,3.2,0.5,0.25
,35.0,5,4.3062984829253255,1.5201,4.525009999999999,0.4840371991716677,1.3469303141349998,17.3149,3.2,0.5,0.25
,36.0,6,4.9719428571428566,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,3.202023531891654,0.5,0.25
,37.0,6,4.9719428571428566,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,3.202023531891654,0.5,0.25
,38.0,6,4.9719428571428566,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,3.202023531891654,0.5,0.25
,39.0,6,4.9719428571428566,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,3.202023531891654,0.5,0.25
,40.0,6,4.9719428571428566,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,3.202023531891654,0.5,0.25
,41.0,6,4.9719428571428566,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,3.202023531891654,0.5,0.25
,42.0,6,4.9719428571428566,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,3.202023531891654,0.5,0.25
,43.0,7,3.9586285714285716,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,2.5494303140517216,0.5,0.25
,44.0,7,3.9586285714285716,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,2.5494303140517216,0.5,0.25
,45.0,7,3.9586285714285716,1.5201,5.221159999999999,0.5585038845940992,1.5541487596599999,17.3149,2.5494303140517216,0.5,0.25
,46.0,7,3.9586285714285716,1.5201,5.219993560201682,0.558379111333271,1.5538015531070934,17.3149,2.5499999999999994,0.5,0.25
,47.0,7,3.9586285714285716,1.5201,5.219993560201682,0.558379111333271,1.5538015531070934,17.3149,2.5499999999999994,0.5,0.25
,48.0,7,3.9586285714285716,1.5201,5.219993560201682,0.558379111333271,1.5538015531070934,23.426,2.5499999999999994,0.5,0.25
,49.0,7,3.9586285714285716,1.5201,5.219993560201682,0.558379111333271,1.5538015531070934,23.426,2.5499999999999994,0.5,0.25
,50.0,8,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,51.0,8,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,52.0,8,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,53.0,8,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,54.0,8,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,55.0,8,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,56.0,8,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,57.0,9,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,58.0,9,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,59.0,9,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,60.0,9,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,61.0,9,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,62.0,9,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,23.426,2.5500000000000003,0.5,0.25
,63.0,9,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,64.0,10,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,65.0,10,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,66.0,10,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,67.0,10,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,68.0,10,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,69.0,10,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,70.0,10,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,71.0,11,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,72.0,11,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,73.0,11,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,74.0,11,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,75.0,11,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,76.0,11,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,77.0,11,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,78.0,12,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,79.0,12,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,80.0,12,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,29.5372,2.5500000000000003,0.5,0.25
,81.0,12,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,82.0,12,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,83.0,12,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,84.0,12,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,85.0,13,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,86.0,13,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,87.0,13,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,88.0,13,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,89.0,13,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,90.0,13,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
,91.0,13,3.7,1.5201,4.878956392156863,0.5218986006528854,1.4522872360367844,35.6483,2.5500000000000003,0.5,0.25
