Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,1,39336,,24.678890818718767,,7.469096417391304,,29.104368626666663,,23.349556808236045,,38.5035921364613,,427.70923317073175,,20.019999999999996,,522.4743056853852
4,15,39350,,23.609348886466982,,9.45963279130435,,29.104368626666663,,23.349556808236045,,38.5035921364613,,790.7621673170731,,20.019999999999996,,537.0930142551168
6,29,39364,,32.19972422030743,,16.35738452173913,,41.57766946666668,,33.3565097260515,,55.005131623516164,,1084.1943307317076,,20.019999999999996,,748.8836345919859
8,43,39378,,30.774934208626714,,19.009077043478257,,41.57766946666668,,33.3565097260515,,55.005131623516164,,1452.2239439024388,,20.019999999999996,,764.704627652542
10,57,39392,,44.025216295418986,,32.49115434782608,,62.36650419999998,,50.03476458907724,,82.50769743527421,,1840.148554146341,,20.019999999999996,,1117.6321067754025
12,71,39406,,45.99739805791087,,28.820704956521745,,62.36650419999998,,50.03476458907724,,82.50769743527421,,2138.5520253658533,,20.019999999999996,,1121.2601551146088
14,85,39420,,60.230143112010765,,34.58484594782608,,79.94538552,,64.13777067973332,,105.76365894547784,,2436.952566829269,,20.019999999999996,,1409.8482290476709
16,99,39434,,65.2634085545285,,34.58484594782608,,85.05096600000002,,68.23382385257393,,112.51808096862663,,2436.952566829269,,20.019999999999996,,1488.2804636478797
18,113,39448,,72.51489839392052,,38.42760660869565,,94.50107333333335,,75.81535983619328,,125.02008996514078,,2436.952566829269,,20.019999999999996,,1639.5274372629997
20,127,39462,,68.20039314051967,,38.42760660869565,,94.50107333333335,,75.81535983619328,,125.02008996514078,,2436.952566829269,,20.019999999999996,,1625.721020452117
22,141,39476,,65.68359840936913,,38.42760660869565,,94.50107333333335,,75.81535983619328,,125.02008996514078,,2436.952566829269,,20.019999999999996,,1617.667277312435
24,155,39490,,62.44771946931844,,38.42760660869565,,94.50107333333335,,75.81535983619328,,125.02008996514078,,2436.952566829269,,20.019999999999996,,1607.3124647042728
26,169,39504,,49.504203709115785,,38.42760660869565,,94.50107333333335,,75.81535983619328,,125.02008996514078,,2436.952566829269,,20.019999999999996,,1565.8932142716244
28,183,39518,,50.24556693813279,,38.42760660869565,,104.03059333333331,,83.46060620622957,,137.6271578607852,,2436.952566829269,,20.019999999999996,,1684.5960935270284
30,197,39532,,43.12119481802125,,38.42760660869565,,104.03059333333331,,83.46060620622957,,137.6271578607852,,2436.952566829269,,20.019999999999996,,1661.7981027426713
32,211,39546,,28.872450577798148,,38.42760660869565,,104.03059333333331,,83.46060620622957,,137.6271578607852,,2436.952566829269,,20.019999999999996,,1616.2021211739575
34,225,39560,,26.4976598710943,,38.42760660869565,,104.03059333333331,,83.46060620622957,,137.6271578607852,,2436.952566829269,,20.019999999999996,,1608.602790912505
36,239,39574,,26.4976598710943,,38.42760660869565,,104.03059333333331,,83.46060620622957,,137.6271578607852,,2436.952566829269,,20.019999999999996,,1608.602790912505
38,253,39588,,26.4976598710943,,38.42760660869565,,104.03059333333331,,83.46060620622957,,137.6271578607852,,2436.952566829269,,20.019999999999996,,1608.602790912505
40,267,39602,,19.52512541348052,,38.42760660869565,,106.75211213333333,,85.64399862543698,,141.2275881333354,,2436.952566829269,,20.019999999999996,,1619.5133076869045
42,281,39616,,14.803129029815699,,38.42760660869565,,109.47363093333335,,87.82739104464439,,144.8280184058856,,2436.952566829269,,20.019999999999996,,1637.6255462979407
44,295,39630,,5.639970118467004,,38.42760660869565,,109.47363093333335,,87.82739104464439,,144.8280184058856,,2436.952566829269,,20.019999999999996,,1608.3034377816248
46,309,39644,,1.4748978860357658,,38.42760660869565,,109.47363093333335,,87.82739104464439,,144.8280184058856,,2436.952566829269,,20.019999999999996,,1594.9752066378446
48,223,39558,,5.421224606301426,,27.982389217391294,,109.47363093333335,,87.82739104464439,,144.8280184058856,,2436.952566829269,,20.019999999999996,,1573.1342347513905
50,337,39672,,12.904365423952303,,14.055432695652165,,109.47363093333335,,87.82739104464439,,144.8280184058856,,2436.952566829269,,20.019999999999996,,1551.1213288461342
52,351,39686,,12.904365423952303,,14.055432695652165,,109.47363093333335,,87.82739104464439,,144.8280184058856,,2436.952566829269,,20.019999999999996,,1551.1213288461342
