Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Urea (Lbs),Urea (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
39,267,40081,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
40,274,40088,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
41,281,40095,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
42,288,40102,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
43,295,40109,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
44,302,40116,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
45,309,40123,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
46,316,40130,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
47,323,40137,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
48,330,40144,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
49,337,40151,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
50,344,40158,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
51,351,40165,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
52,358,40172,,7.209361360829298,,2.007918956521739,,15.63909013333333,,10.03741611938793,,20.689716915126517,,348.13608097560973,,20.019999999999996,,585.9649359644466
