Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,FofatoMonoPotasico (Lbs),Admin_FofatoMonoPotasico_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,3,39414,Furadan 48 SC,11.772742350867587,,10.538123749999999,,5.272152261989964,,6.494778695736102,,13.38742272342582,,87.03377609756097,,20.019999999999996,3.788785,1873.849397061058
2,10,39421,Actara 25 WG,11.772742350867587,,10.538123749999999,,5.272152261989964,,6.494778695736102,,13.38742272342582,,126.82084048780487,,20.019999999999996,400.4,1725.6362246366677
3,17,39428,,18.65792030596482,,16.668286249999994,,10.392570651512273,,11.45906998607968,,23.620114111306606,,186.50070463414633,,20.019999999999996,,678.6926677543336
4,24,39435,Actara 25 WG,23.347722467360516,,17.689979999999995,,14.800017644635217,,14.339389459366341,,29.55719929524349,,208.88037902439024,,20.019999999999996,400.4,2107.3871931326494
5,31,39442,BaZam,38.69102885247242,,20.637636249999996,,34.69815130806031,,26.798078287335507,,55.23778700012481,,246.18130121951222,,20.019999999999996,1.001,1702.0431802653072
6,38,39449,Actara 25 WG,49.008258164769494,,21.816698749999993,,46.400978682818604,,33.943970423560295,,69.96732333158613,,295.9158641463415,,20.019999999999996,400.4,2921.4144235018803
7,45,39456,,54.04241997123289,,21.816698749999993,,52.437233815729456,,37.43071828738972,,77.15441465060695,,325.75591829268296,,20.019999999999996,,1760.8544909165291
8,52,39463,,55.8103500777338,,17.937165245711252,,56.75548797715143,,38.65521737169157,,79.6784247260786,,400.35605365853655,,20.019999999999996,,1778.397672118399
9,59,39470,TricoZam,55.8103500777338,,17.937165245711252,,56.75548797715143,,38.65521737169157,,79.6784247260786,,415.27632487804874,,20.019999999999996,1.001,2159.3744829671796
10,66,39477,,55.8103500777338,,15.796623105917499,,57.968461856367895,,38.65521737169157,,79.6784247260786,,504.797952195122,,20.019999999999996,,1763.5687608865871
11,73,39484,,55.8103500777338,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,504.797952195122,,20.019999999999996,,1755.966126017277
12,80,39491,,55.8103500777338,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,564.4780604878048,,20.019999999999996,,1758.3533303489844
13,87,39498,BaZam,55.8103500777338,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,1.001,2140.523733597765
14,94,39505,,55.8103500777338,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1760.1437335977648
15,101,39512,,55.8103500777338,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1760.1437335977648
16,108,39519,,55.8103500777338,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1760.1437335977648
17,115,39526,TricoZam,55.8103500777338,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,1.001,2140.523733597765
18,122,39533,,48.68138954763436,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1731.271443450862
19,129,39540,,48.68138954763436,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1731.271443450862
20,136,39547,,48.68138954763436,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1731.271443450862
21,143,39554,BaZam,48.68138954763436,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,1.001,2111.651443450862
22,150,39561,,48.68138954763436,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1731.271443450862
23,157,39568,,48.68138954763436,,14.940406249999997,,58.45365140805448,,38.65521737169157,,79.6784247260786,,609.2381417073171,,20.019999999999996,,1731.271443450862
