Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,3,38730,,0.0,,1.3351382833763994,,4.566779810185184,,4.844048584374998,,8.016843836670002,,87.03377609756097,,20.019999999999996,,124.08024074524714
2,10,38737,,0.0,,5.340553133505598,,18.267119240740737,,19.376194337499992,,32.06737534668001,,126.82084048780486,,20.019999999999996,,402.2404322416715
3,17,38744,,0.0,,5.340553133505598,,18.267119240740737,,19.376194337499992,,32.06737534668001,,186.50070463414636,,20.019999999999996,,404.1263159486959
4,24,38751,,5.3078602872825384e-15,,13.351382833763996,,45.667798101851844,,48.44048584374998,,80.16843836670002,,208.88037902439024,,20.019999999999996,,958.6393541828129
5,31,38758,,5.3078602872825384e-15,,13.351382833763996,,45.667798101851844,,48.44048584374998,,80.16843836670002,,246.18130121951214,,20.019999999999996,,959.8180633241788
6,38,38765,,5.3078602872825384e-15,,13.351382833763996,,45.667798101851844,,48.44048584374998,,80.16843836670002,,295.91586414634145,,20.019999999999996,,961.3896755126666
7,45,38772,,5.3078602872825384e-15,,13.351382833763996,,45.667798101851844,,48.44048584374998,,80.16843836670002,,325.7559182926829,,20.019999999999996,,962.3326212236909
8,52,38779,,0.0,,17.35679768389319,,59.36813753240738,,62.972631596874976,,104.21896987671,,400.3560536585365,,20.019999999999996,,1241.5929057629442
9,59,38786,,0.0,,17.35679768389319,,59.36813753240738,,62.972631596874976,,104.21896987671,,415.2763248780487,,20.019999999999996,,1242.0643863334808
10,66,38793,,1.0615720574565077e-14,,16.02165940051679,,81.49284254222222,,80.37532465925925,,132.40722723790452,,504.7979521951218,,20.019999999999996,,1520.5956862510413
11,73,38800,,1.0615720574565077e-14,,16.02165940051679,,81.49284254222222,,80.37532465925925,,132.40722723790452,,504.7979521951218,,20.019999999999996,,1520.5956862510413
12,80,38807,,1.0615720574565077e-14,,16.02165940051679,,81.49284254222222,,80.37532465925925,,132.40722723790452,,564.4780604878049,,20.019999999999996,,1522.48157767309
