Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sin Magnecio,Sin Magnecio (Cambios),Sin Calcio,Sin Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
2,1,39449,,68.65780248191783,,17.027242433077173,,52.16969490015748,,0.0004285867227885579,,0.0014907853418796504,,427.70923317073175,,20.019999999999996,,695.1263682487634
4,15,39463,,104.50966675807774,,28.201370279784065,,86.40605717838581,,0.000709846759618549,,0.0024691132224881713,,790.7621673170731,,20.019999999999996,,1080.5315320666118
6,29,39477,,136.6635558455926,,40.43970077855829,,123.90302538787402,,0.001017893466622825,,0.00354061518696417,,1084.1943307317076,,20.019999999999996,,1469.6686842205652
8,43,39491,,174.55941062502515,,54.274335255433485,,166.29090249425192,,0.0013661201788885283,,0.004751878277241386,,1452.2239439024388,,20.019999999999996,,1917.2851234361065
10,57,39505,,209.5586289378726,,85.13621216538588,,252.15352535076102,,0.0020715024934780295,,0.007205462485751643,,1840.148554146341,,20.019999999999996,,2654.736935930942
12,71,39519,,113.12455285583899,,49.662790429808446,,145.82154303689845,,0.00119795941612774,,0.004166952084073328,,1009.595904390244,,20.019999999999996,,1526.1830808538161
