Fase,Día Después Siembra,Semana,N,P2O5,K20,MgO,CaO,B Gramos/Ha,Relación N:K N/(K2O/3.36),Relación Ca:Mg (1:0.5) (CaO/1.39)/MgO,Relación K:Ca (1:1)     (CaO/1.19)/K2O
,1.0,1,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,2.0,1,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,3.0,1,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,4.0,1,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,5.0,1,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,6.0,1,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,7.0,1,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,8.0,2,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,9.0,2,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,10.0,2,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,5.0926,4.003542800179211,0.3,1e-09
,11.0,2,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,9.1667,4.003542800179211,0.3,1e-09
,12.0,2,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,9.1667,4.003542800179211,0.3,1e-09
,13.0,2,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,9.1667,4.003542800179211,0.3,1e-09
,14.0,2,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,9.1667,4.003542800179211,0.3,1e-09
,15.0,3,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,9.1667,4.003542800179211,0.3,1e-09
,16.0,3,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,9.1667,4.003542800179211,0.3,1e-09
,17.0,3,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,9.1667,4.003542800179211,0.3,1e-09
,18.0,3,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,12.2222,4.003542800179211,0.3,1e-09
,19.0,3,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,12.2222,4.003542800179211,0.3,1e-09
,20.0,3,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,12.2222,4.003542800179211,0.3,1e-09
,21.0,3,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,12.2222,4.003542800179211,0.3,1e-09
,22.0,4,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,12.2222,4.003542800179211,0.3,1e-09
,23.0,4,5.315,0.854,4.464,1.145986650693137,5.315079456000001e-09,12.2222,4.003542800179211,0.3,1e-09
,24.0,4,5.315,0.854,6.15,1.5788122539791203,7.322522100000002e-09,12.2222,2.905986188617886,0.3,1e-09
,25.0,4,5.315,0.854,6.15,1.5788122539791203,7.322522100000002e-09,12.2222,2.905986188617886,0.3,1e-09
,26.0,4,5.315,0.854,6.15,1.5788122539791203,7.322522100000002e-09,12.2222,2.905986188617886,0.3,1e-09
,27.0,4,5.315,0.854,6.15,1.5788122539791203,7.322522100000002e-09,12.2222,2.905986188617886,0.3,1e-09
,28.0,4,5.315,0.854,6.15,1.5788122539791203,7.322522100000002e-09,12.2222,2.905986188617886,0.3,1e-09
,29.0,5,5.315,0.854,6.15,1.5788122539791203,7.322522100000002e-09,12.2222,2.905986188617886,0.3,1e-09
,30.0,5,5.315,0.854,6.15,1.5788122539791203,7.322522100000002e-09,12.2222,2.905986188617886,0.3,1e-09
