Fase,Día después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.36),Relación K:Mg (1:0.5) (K2O/1.17)/MgO,Relación K:Ca (1:1)     (CaO/1.19)/K2O
,144.0,21,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,145.0,21,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,146.0,21,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
7.0,147.0,21,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
8.0,148.0,22,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,149.0,22,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,150.0,22,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,151.0,22,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,152.0,22,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,153.0,22,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,154.0,22,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,155.0,23,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,156.0,23,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,157.0,23,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,158.0,23,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,159.0,23,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,160.0,23,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,161.0,23,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,162.0,24,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,163.0,24,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,164.0,24,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,165.0,24,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,166.0,24,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
,167.0,24,2.2453628242500003,1.5546953402351,3.9707468892000004,0.8484501900000001,0.8634,35.6483,1.901427261904762,0.2496916666666667,0.18262249198332295
