Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39449,,4.989692225797163,,2.1284053041346467,,6.521211862519684,,3.76687549325881,,7.764506988956511,,49.733586341463415,,20.019999999999996,,219.32969902496768
2,8,39456,,4.989692225797163,,2.1284053041346467,,6.521211862519684,,3.76687549325881,,7.764506988956511,,49.733586341463415,,20.019999999999996,,219.32969902496768
3,15,39463,,6.442483402552502,,3.1926079562019707,,9.781817793779526,,5.650313239888215,,11.646760483434768,,89.5206507317073,,20.019999999999996,,297.3430368948519
4,22,39470,,8.58997787007,,4.256810608269293,,13.042423725039368,,7.53375098651762,,15.529013977913023,,119.36021658536585,,20.019999999999996,,377.7720231508594
5,29,39477,,8.58997787007,,4.256810608269293,,13.042423725039368,,7.53375098651762,,15.529013977913023,,119.36021658536585,,20.019999999999996,,377.7720231508594
6,36,39484,,10.800856932818508,,6.385215912403941,,19.56363558755905,,11.30062647977643,,23.293520966869536,,169.09477951219515,,20.019999999999996,,529.7915679288948
7,43,39491,,10.800856932818508,,6.385215912403941,,19.56363558755905,,11.30062647977643,,23.293520966869536,,169.09477951219515,,20.019999999999996,,529.7915679288948
8,50,39498,,14.40114257709135,,8.513621216538587,,26.084847450078737,,15.06750197303524,,31.058027955826045,,228.774887804878,,20.019999999999996,,687.8360311767376
9,57,39505,,13.011735995567022,,8.513621216538587,,26.084847450078737,,15.06750197303524,,31.058027955826045,,228.774887804878,,20.019999999999996,,682.2089345215641
10,64,39512,,20.464961448355496,,14.189368694230982,,41.66329801054241,,24.066148984709063,,49.60657242944437,,288.4559726829268,,20.019999999999996,,1055.2259711262361
11,71,39519,,13.807388245218103,,14.189368694230982,,41.66329801054241,,24.066148984709063,,49.60657242944437,,288.4559726829268,,20.019999999999996,,1028.2627996535298
12,78,39526,,9.369006109793172,,14.189368694230982,,41.66329801054241,,24.066148984709063,,49.60657242944437,,288.4559726829268,,20.019999999999996,,1010.2873520050587
13,85,39533,,7.149815042080708,,14.189368694230982,,41.66329801054241,,24.066148984709063,,49.60657242944437,,348.13608097560973,,20.019999999999996,,1003.6868325125306
