Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,7,38526,,9.179361300085313,,12.840849721371802,,16.61848781525625,,11.540616538372396,,6.723944649808006,,174.06755219512195,,20.019999999999996,,356.31596136276534
2,14,38533,,9.179361300085313,,12.840849721371802,,16.61848781525625,,11.540616538372396,,6.723944649808006,,253.64168097560972,,20.019999999999996,,358.8305038322287
3,21,38540,,22.979414605956826,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,373.0014092682927,,20.019999999999996,,846.3690276228409
4,28,38547,,22.979414605956826,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,417.7607580487805,,20.019999999999996,,847.7834230443043
5,35,38554,,22.979414605956826,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,492.3626024390243,,20.019999999999996,,850.140841327036
6,42,38561,,22.979414605956826,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,591.8317282926829,,20.019999999999996,,853.2840657040117
7,49,38568,,22.979414605956826,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,651.5118365853658,,20.019999999999996,,855.1699571260605
8,56,38575,,22.979414605956826,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,800.712107317073,,20.019999999999996,,859.8846856811824
9,63,38582,,22.979414605956826,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,830.5526497560974,,20.019999999999996,,860.8276468222556
10,70,38589,,21.74388905002915,,32.145505552488196,,41.60236307805704,,28.890529915317387,,16.832577653742337,,1009.5959043902436,,20.019999999999996,,862.5317318897261
11,77,38596,,23.745801859671104,,28.06353452766831,,46.70384218687688,,32.433223740886724,,19.113251037190764,,1009.5959043902436,,20.019999999999996,,863.5420680784724
12,84,38603,,30.200495510052956,,17.858606965618595,,53.50581433197,,37.1568155083125,,22.40682888888889,,1128.9561209756098,,20.019999999999996,,824.9408325570909
13,91,38610,,30.200495510052956,,17.858606965618595,,53.50581433197,,37.1568155083125,,22.40682888888889,,1218.4762834146343,,20.019999999999996,,827.769669690164
14,98,38617,,30.200495510052956,,17.858606965618595,,53.50581433197,,37.1568155083125,,22.40682888888889,,1218.4762834146343,,20.019999999999996,,827.769669690164
15,105,38624,,30.200495510052956,,17.858606965618595,,53.50581433197,,37.1568155083125,,22.40682888888889,,1218.4762834146343,,20.019999999999996,,827.769669690164
16,112,38631,,30.200495510052956,,17.858606965618595,,53.50581433197,,37.1568155083125,,22.40682888888889,,1218.4762834146343,,20.019999999999996,,827.769669690164
17,119,38638,,30.200495510052956,,17.858606965618595,,53.50581433197,,37.1568155083125,,22.40682888888889,,1218.4762834146343,,20.019999999999996,,827.769669690164
18,126,38645,,30.200495510052956,,17.858606965618595,,53.50581433197,,37.1568155083125,,22.40682888888889,,1218.4762834146343,,20.019999999999996,,827.769669690164
