Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,FofatoMonoPotasico (Lbs),Admin_FofatoMonoPotasico_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39610,,23.567119105102215,,10.96353936541774,,21.26227226155333,,17.63385523973643,,36.347947389344114,,174.06755219512195,,20.019999999999996,,1128.886118004335
2,8,39617,,23.567119105102215,,10.96353936541774,,21.26227226155333,,17.63385523973643,,36.347947389344114,,253.64168097560975,,20.019999999999996,,1132.0690831555544
3,15,39624,,35.96207217621112,,18.628652154919646,,39.34374514866779,,32.026599571206745,,66.01512490873851,,373.00140926829266,,20.019999999999996,,1948.2485385747832
4,22,39631,,21.955093958731418,,23.506056271614575,,68.09906149052951,,52.25610841101696,,107.71338731506438,,417.7607580487805,,20.019999999999996,,2821.4665005641436
5,29,39638,,38.01142634615974,,25.185060291015617,,61.331971590646695,,48.52352923880147,,100.01957393541691,,492.36260243902444,,20.019999999999996,,2779.630827148649
6,36,39645,,95.07179124703603,,43.87797170701386,,83.69469609195137,,69.67481121468929,,143.61784975341916,,591.831728292683,,20.019999999999996,,4310.3223253390925
7,43,39652,,95.07179124703603,,43.87797170701386,,83.69469609195137,,69.67481121468929,,143.61784975341916,,651.5118365853659,,20.019999999999996,,4312.709529670799
8,50,39659,,117.66431572943104,,50.59398778461803,,127.57731881686453,,100.28196042685637,,206.7071194665283,,800.7121073170731,,20.019999999999996,,5900.263878716421
9,57,39666,,108.37226597850929,,51.71332379755206,,141.2883089887945,,109.4889890516546,,225.6851924696587,,830.5526497560975,,20.019999999999996,,6266.138872775465
10,64,39673,,30.02744299058372,,51.71332379755206,,179.67162729546124,,134.1240115882769,,276.4643607753319,,1009.595904390244,,20.019999999999996,,6879.8024989133755
11,71,39680,,21.838140356788152,,37.6096900345833,,130.6702743966991,,97.54473570056503,,201.06498965478684,,1009.595904390244,,20.019999999999996,,5029.794499984894
12,78,39687,,21.838140356788152,,37.6096900345833,,130.6702743966991,,97.54473570056503,,201.06498965478684,,1128.9561209756096,,20.019999999999996,,5034.568908648309
13,85,39694,,21.838140356788152,,37.6096900345833,,130.6702743966991,,97.54473570056503,,201.06498965478684,,1218.4762834146343,,20.019999999999996,,5038.14971514587
