Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,7,39053,,18.378674490577005,,10.747218186840218,,18.255967153292175,,22.60556006041666,,0.0011302780030208331,,174.06755219512195,,20.019999999999996,,298.74663176521807
2,14,39060,,24.67993431591769,,14.431978708042578,,24.515155891563783,,30.356037795416658,,0.0015178018897708332,,253.64168097560975,,20.019999999999996,,384.6426932458308
3,21,39067,,35.707139010263894,,20.88030962014671,,35.46873618353908,,43.919373831666654,,0.0021959686915833335,,373.00140926829266,,20.019999999999996,,534.3321189293908
4,28,39074,,40.4330838792694,,23.643880011048477,,40.16312773724278,,49.73223213291666,,0.002486611606645833,,417.7607580487805,,20.019999999999996,,598.2826536092161
5,35,39081,,49.88497361728044,,29.171020792852023,,49.551910844650195,,61.35794873541665,,0.003067897436770833,,492.36260243902444,,20.019999999999996,,725.7123504086719
6,42,39088,,62.487493267961824,,36.54054183525675,,62.0702883211934,,76.85890420541665,,0.003842945210270833,,591.831728292683,,20.019999999999996,,895.6186128079463
7,49,39095,,68.7887530933025,,40.2253023564591,,68.329477059465,,84.60938194041663,,0.004230469097020833,,651.5118365853659,,20.019999999999996,,980.8860232411444
8,56,39102,,84.54190265665422,,49.437203659465006,,83.97744890514403,,103.9855762779166,,0.005199278813895833,,800.7121073170731,,20.019999999999996,,1194.0545493241395
9,63,39109,,87.69253256932457,,51.27958392006619,,87.10704327427982,,107.86081514541661,,0.005393040757270833,,830.5526497560975,,20.019999999999996,,1236.6882699707874
10,70,39116,,106.59631204534662,,62.33386548367326,,105.88460948909461,,131.11224835041662,,0.006555612417520832,,1009.595904390244,,20.019999999999996,,1492.4905938506743
11,77,39123,,106.59631204534662,,62.33386548367326,,105.88460948909461,,131.11224835041662,,0.006555612417520832,,1009.595904390244,,20.019999999999996,,1492.4905938506743
12,84,39130,,119.198831696028,,69.70338652607799,,118.40298696563785,,146.61320382041666,,0.00733066019102083,,1128.9561209756096,,20.019999999999996,,1663.0254147170708
13,91,39137,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
14,98,39144,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
15,105,39151,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
