Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
16,112,39158,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
17,119,39165,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
18,126,39172,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
19,133,39179,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
20,140,39186,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
21,147,39193,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
22,154,39200,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
23,161,39207,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
24,168,39214,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
25,175,39221,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
26,182,39228,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
27,189,39235,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
28,196,39242,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
29,203,39249,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
30,210,39256,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
31,217,39263,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
32,224,39270,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
33,231,39277,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
34,238,39284,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
35,245,39291,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
36,252,39298,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
37,259,39305,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
38,266,39312,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
39,273,39319,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
40,280,39326,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
41,287,39333,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
42,294,39340,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
43,301,39347,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
44,308,39354,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
45,315,39361,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
46,322,39368,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
47,329,39375,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
48,336,39382,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
49,343,39389,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
50,350,39396,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
51,357,39403,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
52,364,39410,,128.650721434039,,75.23052730788154,,127.79177007304527,,158.2389204229166,,0.007911946021145831,,1218.4762834146343,,20.019999999999996,,1790.926530366868
