Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39397,,16.291787530398704,,33.668634999999995,,21.31295833333333,,8.549371706688872,,14.097977273009256,,174.06755219512195,,20.019999999999996,,385.11052045721374
2,8,39404,,16.291787530398704,,33.668634999999995,,21.31295833333333,,8.549371706688872,,14.097977273009256,,253.64168097560975,,20.019999999999996,,387.6250629266771
3,15,39411,,50.500551741313885,,33.668634999999995,,49.049,,19.675266393475763,,32.44466002555556,,373.00140926829266,,20.019999999999996,,717.3084123910564
4,22,39418,,50.500551741313885,,33.668634999999995,,49.049,,19.675266393475763,,32.44466002555556,,417.7607580487805,,20.019999999999996,,718.7228078125198
5,29,39425,,61.457434235387545,,23.155088478260865,,52.844575116666654,,21.19780409122422,,34.95533596719978,,492.36260243902444,,20.019999999999996,,751.0670471113358
6,36,39432,,72.89213948392691,,23.155088478260865,,60.974446866666646,,24.45897949594283,,40.33303836643562,,591.831728292683,,20.019999999999996,,854.2443463834127
7,43,39439,,51.69961675679443,,23.155088478260865,,60.966662825079226,,24.455857045090603,,40.32788942185104,,651.5118365853659,,20.019999999999996,,788.2534208127369
8,50,39446,,47.51076083145948,,23.155088478260865,,56.97807906640524,,22.855896842342297,,37.689543195962024,,800.7121073170731,,20.019999999999996,,748.4381297840855
9,57,39453,,47.51076083145948,,23.155088478260865,,56.97807906640524,,22.855896842342297,,37.689543195962024,,830.5526497560975,,20.019999999999996,,749.3810909251587
10,64,39460,,47.51076083145948,,23.155088478260865,,56.97807906640524,,22.855896842342297,,37.689543195962024,,1009.595904390244,,20.019999999999996,,755.0388577715977
11,71,39467,,47.51076083145948,,23.155088478260865,,56.97807906640524,,22.855896842342297,,37.689543195962024,,1009.595904390244,,20.019999999999996,,755.0388577715977
12,78,39474,,47.51076083145948,,23.155088478260865,,56.97807906640524,,22.855896842342297,,37.689543195962024,,1128.9561209756096,,20.019999999999996,,758.8106406156952
13,85,39481,,47.51076083145948,,23.155088478260865,,56.97807906640524,,22.855896842342297,,37.689543195962024,,1218.4762834146343,,20.019999999999996,,761.6394777487684
