Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Urea (Lbs),Urea (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl (Lbs),Kcl (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,3,39451,Furadan 48 SC,9.183147598779318,,7.2620574113043475,,15.115536620350829,,9.701391169997056,,19.997082376852447,,87.03377609756097,,20.019999999999996,3.788785,2057.3754029417037
2,10,39458,Actara 25 WG,9.183147598779318,,7.2620574113043475,,15.115536620350829,,9.701391169997056,,19.997082376852447,,126.82084048780487,,20.019999999999996,400.4,1909.1622305173134
3,17,39465,,13.42774316628938,,7.2620574113043475,,22.661065629619078,,14.544231377529995,,29.979431595742746,,186.50070463414633,,20.019999999999996,,837.4646163071702
4,24,39472,Actara 25 WG,13.42774316628938,,7.2620574113043475,,22.661065629619078,,14.544231377529995,,29.979431595742746,,208.88037902439024,,20.019999999999996,,838.3598032827799
5,31,39479,BaZam,22.56688434842695,,7.2620574113043475,,39.67828362842094,,25.466151821242264,,52.492341239237675,,246.18130121951222,,20.019999999999996,1.001,1729.8455917456777
6,38,39486,Actara 25 WG,22.56688434842695,,7.2620574113043475,,39.67828362842094,,25.466151821242264,,52.492341239237675,,295.9158641463415,,20.019999999999996,,1351.454974262751
7,45,39493,,23.776815728790435,,7.2620574113043475,,41.567725705964804,,26.678825717491897,,54.99197653634422,,325.75591829268296,,20.019999999999996,,1410.5004114722276
8,52,39500,,23.316117815471628,,7.2620574113043475,,41.567725705964804,,26.678825717491897,,54.99197653634422,,400.35605365853655,,20.019999999999996,,1410.4898804502895
9,59,39507,TricoZam,20.5519303355588,,7.2620574113043475,,41.567725705964804,,26.678825717491897,,54.99197653634422,,415.27632487804874,,20.019999999999996,1.001,1773.4994726796365
10,66,39514,,20.091232422239997,,7.2620574113043475,,41.567725705964804,,26.678825717491897,,54.99197653634422,,504.797952195122,,20.019999999999996,,1393.7058013357473
11,73,39521,,15.906207622724137,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,504.797952195122,,20.019999999999996,,1410.0754846067202
12,80,39528,,15.675858666064734,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,564.4780604878048,,20.019999999999996,,1410.9654207201415
13,87,39535,BaZam,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,1.001,1784.152214659205
14,94,39542,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
15,101,39549,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
16,108,39556,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
17,115,39563,TricoZam,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,1.001,1784.152214659205
18,122,39570,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
19,129,39577,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
20,136,39584,Acido Salicílico,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,250.24999999999997,1446.314714659205
21,143,39591,BaZam,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,1.001,1784.152214659205
22,150,39598,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
23,157,39605,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
24,164,39612,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
25,171,39619,TricoZam,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,1.001,1784.152214659205
26,178,39626,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
27,185,39633,,14.293764926108315,,10.89308611695652,,41.567725705964804,,26.678825717491897,,54.99197653634422,,609.2381417073171,,20.019999999999996,,1403.772214659205
