Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl (Lbs),Admin_Kcl_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,3,39608,Furadan 48 SC,3.455206724731065,,6.430439393956475,,12.307189054265095,,7.898949155254043,,16.2817820846855,,87.03377609756097,,20.019999999999996,3.788785,1935.866428394876
2,10,39615,Actara 25 WG,4.936009606758663,,9.186341991366394,,17.581698648950134,,11.284213078934345,,23.259688692407853,,126.82084048780487,,20.019999999999996,400.4,1969.892294120903
3,17,39622,,4.715678816928414,,14.009171536833753,,26.812090439648948,,17.20842494537488,,35.47102525592198,,186.50070463414633,,20.019999999999996,,971.6215225330266
4,24,39629,Actara 25 WG,3.717479103415206,,16.076098484891194,,30.76797263566273,,19.747372888135107,,40.70445521171375,,208.88037902439024,,20.019999999999996,400.4,2396.788775933729
5,31,39636,BaZam,4.673402301436261,,20.20995238100607,,38.679737027690294,,24.825268773655566,,51.17131512329728,,246.18130121951222,,20.019999999999996,1.001,1742.495042734527
6,38,39643,Actara 25 WG,5.947966565464336,,25.7217575758259,,49.22875621706038,,31.595796621016174,,65.127128338742,,295.9158641463415,,20.019999999999996,400.4,3018.9167318022587
7,45,39650,,6.137994088557451,,28.477660173235815,,61.926649685746575,,39.745506066913194,,81.92579239436989,,325.75591829268296,,20.019999999999996,,2089.053167597904
8,52,39657,,7.272174951542123,,35.367416666760604,,82.7316597536709,,53.098491543652166,,109.44975734705251,,400.35605365853655,,20.019999999999996,,2732.5059913014934
9,59,39664,TricoZam,7.555506443160652,,36.74536796546557,,85.95497117264509,,55.167263941456795,,113.71403360732728,,415.27632487804874,,20.019999999999996,1.001,3217.1361430264487
10,66,39671,,4.931757258223281,,34.29567676776787,,106.66230513696412,,68.45755934553503,,141.1087780672743,,504.797952195122,,20.019999999999996,,3341.7217793899185
11,73,39678,,3.202262004363865,,30.008717171796892,,107.2092913171537,,68.80862375243521,,141.83241282659367,,504.797952195122,,20.019999999999996,,3293.5076697954137
12,80,39685,,0.0,,33.683253968343436,,112.36658958751241,,72.11865958892264,,148.6552548430333,,564.4780604878048,,20.019999999999996,,3455.616645611226
13,87,39692,BaZam,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,1.001,3973.1894047443598
14,94,39699,,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,,3592.8094047443597
15,101,39706,,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,,3592.8094047443597
16,108,39713,,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,,3592.8094047443597
17,115,39720,TricoZam,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,1.001,3973.1894047443598
18,122,39727,,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,,3592.8094047443597
19,129,39734,,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,,3592.8094047443597
20,136,39741,Acido Salicílico,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,250.24999999999997,3635.3519047443597
21,143,39748,,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,,3592.8094047443597
22,150,39755,,0.0,,36.43915656575336,,116.23456329028144,,74.6011864662882,,153.77238635536304,,609.2381417073171,,20.019999999999996,,3592.8094047443597
