Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Sin Boro,Admin_Sulfato de Magnesio_Cambios_2,Sin Melaza,Admin_Sulfato de Magnesio_Cambios_3,Admin_Costo / Aplicación
2,1,39449,,151.74194952741027,,26.017295652173914,,104.26415999999998,,100.37410576758514,,7.4485523496384e-12,,0.08768039279999999,,0.0,,3066.3484136039883
4,15,39463,,151.74194952741027,,26.017295652173914,,104.26415999999998,,100.37410576758514,,7.4485523496384e-12,,0.16210624429999998,,0.0,,3066.3484136039883
6,29,39477,,75.87097476370512,,13.008647826086953,,52.132079999999995,,50.18705288379257,,3.7242761748192e-12,,0.10093433349999999,,0.0,,1533.174206801994
