Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39942,,10.096728623190403,,13.021584484104917,,38.13308711811025,,21.21116416515771,,43.72170853509952,,233.71307707317072,,26.879999999999995,,1400.0672456289512
2,8,39949,,14.423898033129147,,18.602263548721304,,54.47583874015748,,30.30166309308244,,62.45958362157074,,340.55386536585365,,26.879999999999995,,1968.1071868232398
3,15,39956,,21.99644450052194,,28.3684519118,,83.07565407874016,,46.210036216950726,,95.2508650228954,,500.8130809756097,,26.879999999999995,,2961.1085973571494
4,22,39963,,25.241821557976,,32.55396121026229,,95.3327177952756,,53.02791041289427,,109.30427133774882,,560.9095492682926,,26.879999999999995,,3386.3371883357927
5,29,39970,,31.73257567288412,,40.92497980718689,,119.84684522834645,,66.66365880478138,,137.41108396745562,,661.0742634146343,,26.879999999999995,,4235.993241395519
6,36,39977,,40.38691449276161,,52.08633793641967,,152.532348472441,,84.84465666063085,,174.8868341403981,,794.6272156097561,,26.879999999999995,,5368.867978808488
7,43,39984,,47.13169855719065,,63.247696065652434,,211.8504839895013,,117.83980091754282,,242.8983807505529,,874.7571512195123,,26.879999999999995,,7099.037642136179
8,50,39991,,52.190286605512426,,71.61871466257702,,256.3390856272966,,142.5861591102268,,293.907040708169,,1075.0819902439023,,26.879999999999995,,8402.27398512463
9,57,39998,,52.190286605512426,,71.61871466257702,,256.3390856272966,,142.5861591102268,,293.907040708169,,1115.1476136585366,,26.879999999999995,,8403.876610061214
10,64,40005,,33.33851593525336,,60.76739425915628,,332.18155889553805,,184.77280783870714,,380.86466101686693,,1355.5413541463415,,26.879999999999995,,9722.656432634065
11,71,40012,,33.33851593525336,,60.76739425915628,,332.18155889553805,,184.77280783870714,,380.86466101686693,,1355.5413541463415,,26.879999999999995,,9722.656432634065
12,78,40019,,22.196015281523895,,68.2082996786448,,348.16113825931757,,193.6612956793447,,399.18613887919435,,1515.8012253658535,,26.879999999999995,,10242.53223223204
13,85,40026,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
14,92,40033,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
15,99,40040,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
16,106,40047,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
17,113,40054,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
18,120,40061,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
19,127,40068,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
20,134,40075,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
21,141,40082,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
22,148,40089,,13.83913979122679,,73.7889787432612,,360.1458227821523,,200.32766155982284,,412.92724727594,,1635.9961287804879,,26.879999999999995,,10632.439081930524
