Columna_0,N,Columna_2,P2O5,Columna_4,K2O,Columna_6,MgO,Columna_8,Ca,Columna_10,B,Columna_12
Porcentaje de Elemento,,33.5,,52.0,,60.0,,16.0,,27.0,,20.5
,,0.335,,0.52,,0.6,,0.16,,0.27,,0.205
1,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
2,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,5.0926,24.841951219512197
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,9.1667,44.715609756097564
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,9.1667,44.715609756097564
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,9.1667,44.715609756097564
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,9.1667,44.715609756097564
3,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,9.1667,44.715609756097564
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,9.1667,44.715609756097564
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,9.1667,44.715609756097564
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
4,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
,1.0772658730426454,1.7943931783499245,0.37397975999999994,0.719191846153846,1.39320475095648,1.914465872106954,0.23844824228919204,1.4903015143074503,0.8294124047726684,3.071897795454327,12.2222,59.62048780487805
