Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,3,39817,,3.0962035356566586,,1.768090733964036,,2.7130054872359395,,1.7412499561933126,,9.690752506198262e-05,,87.03377609756097,,20.019999999999996,,123.28082841948012
2,10,39824,,4.42314790808094,,2.525843905662909,,3.875722124622771,,2.4874999374190176,,0.00013843932151711804,,126.82084048780487,,20.019999999999996,,152.19094415605173
3,17,39831,,6.745300559823432,,3.8519119561359365,,5.910476240049724,,3.793437404564002,,0.00021111996531360497,,186.50070463414633,,20.019999999999996,,202.38574675358862
4,24,39838,,7.7405088391416434,,4.420226834910092,,6.782513718089848,,4.353124890483281,,0.0002422688126549565,,208.88037902439024,,20.019999999999996,,223.7699085999198
5,31,39845,,9.73092539777807,,5.5568565924583995,,8.526588674170096,,5.472499862321839,,0.0003045665073376596,,246.18130121951222,,20.019999999999996,,266.2398952291675
6,38,39852,,12.384814142626634,,7.072362935856144,,10.852021948943758,,6.96499982477325,,0.0003876301002479305,,295.9158641463415,,20.019999999999996,,322.8665440681644
7,45,39859,,13.711758515050915,,7.830116107555017,,12.014738586330589,,7.711249805998954,,0.00042916189670306586,,325.75591829268296,,20.019999999999996,,351.3787793949799
8,52,39866,,17.02911944611162,,9.7244990368022,,14.921530179797664,,9.576874759063218,,0.0005329913878409044,,400.35605365853655,,20.019999999999996,,422.6593677120187
9,59,39873,,17.692591632323758,,10.103375622651637,,15.50288849849108,,9.94999974967607,,0.0005537572860684722,,415.27632487804874,,20.019999999999996,,436.9154951412801
10,66,39880,,21.673424749596606,,12.376635137748256,,18.99103841065158,,12.188749693353191,,0.0006783526754338784,,504.797952195122,,20.019999999999996,,522.4522597168487
11,73,39887,,21.673424749596606,,12.376635137748256,,18.99103841065158,,12.188749693353191,,0.0006783526754338784,,504.797952195122,,20.019999999999996,,522.4522597168487
12,80,39894,,24.327313494445175,,13.892141481145998,,21.316471685425242,,13.6812496558046,,0.0007614162683441493,,564.4780604878048,,20.019999999999996,,579.4767303704796
13,87,39901,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
14,94,39908,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
15,101,39915,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
16,108,39922,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
17,115,39929,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
18,122,39936,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
19,129,39943,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
20,136,39950,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
21,143,39957,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
22,150,39964,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
23,157,39971,,26.317730053081604,,15.028771238694306,,23.060546641505486,,14.800624627643158,,0.0008237139630268523,,609.2381417073171,,20.019999999999996,,622.2450833607031
24,164,39978,,19.881784462216494,,12.023016990955444,,24.600107183229085,,15.788739004280258,,0.0008787064805442134,,609.2381417073171,,20.019999999999996,,593.843054565828
25,171,39985,,19.881784462216494,,12.023016990955444,,24.600107183229085,,15.788739004280258,,0.0008787064805442134,,609.2381417073171,,20.019999999999996,,593.843054565828
26,178,39992,,19.881784462216494,,12.023016990955444,,24.600107183229085,,15.788739004280258,,0.0008787064805442134,,609.2381417073171,,20.019999999999996,,593.843054565828
27,185,39999,,19.881784462216494,,12.023016990955444,,24.600107183229085,,15.788739004280258,,0.0008787064805442134,,609.2381417073171,,20.019999999999996,,593.843054565828
