Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,3,39603,,0.839249252387154,,4.5155445855770235,,4.069872739620187,,2.6121088817981093,,5.384233618799704,,87.03377609756097,,20.019999999999996,,234.9917388530774
2,10,39610,,0.839249252387154,,4.5155445855770235,,4.069872739620187,,2.6121088817981093,,5.384233618799704,,126.82084048780487,,20.019999999999996,,236.58322142868715
3,17,39617,,1.678498504774308,,9.031089171154047,,8.139745479240373,,5.224217763596219,,10.768467237599408,,186.50070463414633,,20.019999999999996,,414.4248038037158
4,24,39624,,2.517747757161463,,13.546633756731072,,12.209618218860562,,7.836326645394329,,16.15270085639911,,208.88037902439024,,20.019999999999996,,590.7743785885007
5,31,39631,,2.517747757161463,,13.546633756731072,,12.209618218860562,,7.836326645394329,,16.15270085639911,,246.18130121951222,,20.019999999999996,,592.2664154763054
6,38,39638,,4.196246261935772,,22.577722927885123,,20.349363698100937,,13.060544408990552,,26.921168093998517,,295.9158641463415,,20.019999999999996,,945.1645736117287
7,45,39645,,4.196246261935772,,22.577722927885123,,20.349363698100937,,13.060544408990552,,26.921168093998517,,325.75591829268296,,20.019999999999996,,946.3581757775823
8,52,39652,,10.935815953444543,,16.772022746428952,,27.326288394592687,,17.538445349215884,,36.15128286908372,,400.35605365853655,,20.019999999999996,,1122.0170951096654
9,59,39659,,13.53569931180163,,17.739639443338312,,31.977571525587184,,20.523712642699437,,42.30469271914053,,415.27632487804874,,20.019999999999996,,1283.4819568840899
10,66,39666,,15.996735550311012,,20.965028433036185,,37.79167543933031,,24.255296759553882,,49.99645503171154,,504.797952195122,,20.019999999999996,,1507.2109863202215
11,73,39673,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,504.797952195122,,20.019999999999996,,1771.3887835323599
12,80,39680,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,564.4780604878048,,20.019999999999996,,1773.7759878640672
13,87,39687,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
14,94,39694,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
15,101,39701,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
16,108,39708,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
17,115,39715,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
18,122,39722,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
19,129,39729,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
20,136,39736,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
21,143,39743,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
22,150,39750,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
23,157,39757,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
24,164,39764,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
25,171,39771,,18.949979036522283,,24.835495220673632,,44.76860013582206,,28.733197699779215,,59.226569806796746,,609.2381417073171,,20.019999999999996,,1775.5663911128477
