Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39412,,3.363640671676453,,3.0108924999999997,,1.5063292177114183,,1.8556510559246004,,3.824977920978805,,24.866793170731707,,20.019999999999996,,160.82421201744515
2,8,39419,,3.363640671676453,,3.0108924999999997,,1.5063292177114183,,1.8556510559246004,,3.824977920978805,,24.866793170731707,,20.019999999999996,,160.82421201744515
3,15,39426,,4.744819138961309,,3.0108924999999997,,3.338730871977619,,2.914109058942965,,6.006734280237474,,44.76032536585365,,20.019999999999996,,203.3860735138363
4,22,39433,,5.428503578828055,,5.0542799999999986,,2.9077350718411545,,3.3340051522027325,,6.872248990395957,,59.680108292682924,,20.019999999999996,,239.2454741048295
5,29,39440,,8.148822604222088,,5.0542799999999986,,6.9068240259334805,,5.644016005110659,,11.6337802499418,,59.680108292682924,,20.019999999999996,,329.20639440558523
6,36,39447,,14.002359475648426,,6.233342499999999,,13.257422480805314,,9.698277263874372,,19.990663809024603,,84.54738975609757,,20.019999999999996,,502.92983528625155
7,43,39454,,14.767194236923338,,6.233342499999999,,14.174504197894118,,10.22801509761541,,21.082590823803258,,84.54738975609757,,20.019999999999996,,524.1309789003262
8,50,39461,,15.945814307923943,,5.1249043559175,,16.21585370775755,,11.044347820483306,,22.765264207451033,,114.387443902439,,20.019999999999996,,548.1536206052567
9,57,39468,,15.945814307923943,,5.1249043559175,,16.21585370775755,,11.044347820483306,,22.765264207451033,,114.387443902439,,20.019999999999996,,548.1536206052567
10,64,39475,,15.945814307923943,,5.1249043559175,,16.21585370775755,,11.044347820483306,,22.765264207451033,,144.2279863414634,,20.019999999999996,,549.3472423028178
11,71,39482,,15.945814307923943,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,144.2279863414634,,20.019999999999996,,541.7446074335077
12,78,39489,,15.945814307923943,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,144.2279863414634,,20.019999999999996,,541.7446074335077
13,85,39496,,15.945814307923943,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,542.9382095993612
14,92,39503,,15.945814307923943,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,542.9382095993612
15,99,39510,,15.945814307923943,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,542.9382095993612
16,106,39517,,15.945814307923943,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,542.9382095993612
17,113,39524,,15.945814307923943,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,542.9382095993612
18,120,39531,,13.908968442181248,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,534.6889838431034
19,127,39538,,13.908968442181248,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,534.6889838431034
20,134,39545,,13.908968442181248,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,534.6889838431034
21,141,39552,,13.908968442181248,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,534.6889838431034
22,148,39559,,13.908968442181248,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,534.6889838431034
23,155,39566,,13.908968442181248,,4.2686874999999995,,16.701043259444134,,11.044347820483306,,22.765264207451033,,174.06804048780486,,20.019999999999996,,534.6889838431034
