Columna_0,N,Columna_2,P2O5,Columna_4,K2O,Columna_6,MgO,Columna_8,Ca,Columna_10,B,Columna_12
Porcentaje de Elemento,,33.5,,46.0,,60.0,,16.0,,27.0,,100000.0
,,0.335,,0.46,,0.6,,0.16,,0.27,,1000.0
1,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
2,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
,1.8453399886513822,1.344125379542545,2.2103,4.805,1.55125,2.5854166666666667,0.2654978283681317,1.659361427300823,0.9235010087500001,3.4203741064814817,5.0926,0.0050926
