Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Urea (Lbs),Urea (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Sin Calcio,Sin Calcio (Cambios),Sin Boro,Sin Boro (Cambios),Sin Melaza,Sin Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39449,,10.838710680529301,,1.858378260869565,,7.44744,,7.169578983398938,,5.320394535456e-13,,0.005097692599999999,,0.0,,219.02488668599915
2,8,39456,,10.838710680529301,,1.858378260869565,,7.44744,,7.169578983398938,,5.320394535456e-13,,0.005097692599999999,,0.0,,219.02488668599915
3,15,39463,,10.838710680529301,,1.858378260869565,,7.44744,,7.169578983398938,,5.320394535456e-13,,0.009175866699999998,,0.0,,219.02488668599915
4,22,39470,,10.838710680529301,,1.858378260869565,,7.44744,,7.169578983398938,,5.320394535456e-13,,0.0122344222,,0.0,,219.02488668599915
5,29,39477,,10.838710680529301,,1.858378260869565,,10.260250000000001,,9.87744416395687,,7.329844622100001e-13,,0.0122344222,,0.0,,266.7166025531051
