Fase,Día después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.3),Relación Ca:Mg (1:0.5) CaO/(Mg/1.14175),Relación K:Ca (1:1) CaO/(K2O/2.29)
2.0,16.0,3,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,9.1667,2.5490551181102368,0.25966552682218846,0.25
,17.0,3,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,9.1667,2.5490551181102368,0.25966552682218846,0.25
,18.0,3,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,19.0,3,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,20.0,3,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,21.0,3,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,22.0,4,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,23.0,4,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,24.0,4,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
2.0,25.0,4,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
3.0,26.0,4,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,27.0,4,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,28.0,4,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,29.0,5,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
3.0,30.0,5,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
4.0,31.0,5,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,32.0,5,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,12.2222,2.5490551181102368,0.25966552682218846,0.25
,33.0,5,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,34.0,5,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
4.0,35.0,5,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
5.0,36.0,6,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,37.0,6,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,38.0,6,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,39.0,6,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,40.0,6,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,41.0,6,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,42.0,6,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,43.0,7,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,44.0,7,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
5.0,45.0,7,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
6.0,46.0,7,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,47.0,7,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,17.3149,2.5490551181102368,0.25966552682218846,0.25
,48.0,7,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,23.426,2.5490551181102368,0.25966552682218846,0.25
,49.0,7,4.3953959430708665,4.0461479929,5.63853823,0.9094,1.4096345575,23.426,2.5490551181102368,0.25966552682218846,0.25
,50.0,8,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,51.0,8,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,52.0,8,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,53.0,8,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,54.0,8,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,55.0,8,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,56.0,8,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,57.0,9,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,58.0,9,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,59.0,9,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,60.0,9,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,61.0,9,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,62.0,9,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,23.426,2.40744094488189,0.25966552682218846,0.25
,63.0,9,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,64.0,10,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
6.0,65.0,10,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
7.0,66.0,10,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,67.0,10,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,68.0,10,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,69.0,10,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,70.0,10,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,71.0,11,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,72.0,11,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,73.0,11,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,74.0,11,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,75.0,11,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,76.0,11,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,77.0,11,4.151207279566929,1.8116528670499998,5.63853823,0.9094,1.4096345575,29.5372,2.40744094488189,0.25966552682218846,0.25
,78.0,12,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,29.5372,2.40744094488189,0.2596648328402877,0.25
,79.0,12,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,29.5372,2.40744094488189,0.2596648328402877,0.25
,80.0,12,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,29.5372,2.40744094488189,0.2596648328402877,0.25
,81.0,12,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,82.0,12,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,83.0,12,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,84.0,12,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,85.0,13,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,86.0,13,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,87.0,13,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,88.0,13,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,89.0,13,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,90.0,13,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,91.0,13,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,92.0,14,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,93.0,14,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,94.0,14,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,95.0,14,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,96.0,14,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,97.0,14,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,98.0,14,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,99.0,15,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,100.0,15,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,101.0,15,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,102.0,15,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,103.0,15,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,104.0,15,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,105.0,15,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,106.0,16,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,107.0,16,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,108.0,16,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,109.0,16,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,110.0,16,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,111.0,16,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,112.0,16,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,113.0,17,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,114.0,17,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,115.0,17,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,116.0,17,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,117.0,17,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,118.0,17,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
,119.0,17,3.1117248089547247,1.8116528670499998,4.2266208635,0.68168,1.056655215875,35.6483,2.40744094488189,0.2596648328402877,0.25
