Fase,Día después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.3),Relación Ca:Mg (1:0.5) CaO/(Mg/1.14175),Relación K:Ca (1:1) CaO/(K2O/2.29)
,42.0,6,2.9412429162970137,1.501093928421081,4.7122976162729655,0.8580097451851851,1.7236802916666667,17.3149,2.041013772788435,0.29314695340501795,0.3657834101382489
,43.0,7,2.9412429162970137,1.501093928421081,4.7122976162729655,0.8580097451851851,1.7236802916666667,17.3149,2.041013772788435,0.29314695340501795,0.3657834101382489
,44.0,7,2.9412429162970137,1.501093928421081,4.7122976162729655,0.8580097451851851,1.7236802916666667,17.3149,2.041013772788435,0.29314695340501795,0.3657834101382489
5.0,45.0,7,2.9412429162970137,1.501093928421081,4.7122976162729655,0.8580097451851851,1.7236802916666667,17.3149,2.041013772788435,0.29314695340501795,0.3657834101382489
6.0,46.0,7,2.9412429162970137,1.501093928421081,4.7122976162729655,0.8580097451851851,1.7236802916666667,17.3149,2.041013772788435,0.29314695340501795,0.3657834101382489
,47.0,7,2.9412429162970137,1.501093928421081,4.7122976162729655,0.8580097451851851,1.7236802916666667,17.3149,2.041013772788435,0.29314695340501795,0.3657834101382489
,48.0,7,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,49.0,7,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,50.0,8,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,51.0,8,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,52.0,8,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,53.0,8,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,54.0,8,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,55.0,8,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,56.0,8,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,57.0,9,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,58.0,9,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,59.0,9,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,60.0,9,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,61.0,9,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,62.0,9,3.979328651460666,2.0308917855108737,6.375461480839895,1.160836714074074,2.332038041666667,23.426,2.0410137727884354,0.29314695340501795,0.3657834101382489
,63.0,9,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,64.0,10,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
6.0,65.0,10,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
7.0,66.0,10,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,67.0,10,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,68.0,10,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,69.0,10,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
,70.0,10,5.017414386624318,2.5606896426006673,8.038625345406825,1.463663682962963,2.940395791666667,29.5372,2.041013772788435,0.29314695340501795,0.3657834101382489
