Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,3,39451,,6.286656500348959,,2.5196886329999995,,6.707331182926712,,5.221271355376151,,10.762393926374232,,87.03377609756097,,20.019999999999996,,281.32279587274843
2,10,39458,,6.286656500348959,,2.5196886329999995,,6.707331182926712,,5.221271355376151,,10.762393926374232,,126.82084048780487,,20.019999999999996,,282.9142784483581
3,17,39465,,6.286656500348959,,2.5196886329999995,,6.707331182926712,,5.221271355376151,,10.762393926374232,,186.50070463414633,,20.019999999999996,,285.3014730142118
4,24,39472,,6.286656500348959,,2.5196886329999995,,6.707331182926712,,5.221271355376151,,10.762393926374232,,208.88037902439024,,20.019999999999996,,286.19665998982157
5,31,39479,,8.926190555567224,,3.5776124999999985,,9.523490945429998,,7.413489675764102,,15.281124237591678,,246.18130121951222,,20.019999999999996,,380.8081848828922
6,38,39486,,8.926190555567224,,3.5776124999999985,,9.523490945429998,,7.413489675764102,,15.281124237591678,,295.9158641463415,,20.019999999999996,,382.7975673999654
7,45,39493,,8.926190555567224,,3.5776124999999985,,9.523490945429998,,7.413489675764102,,15.281124237591678,,325.75591829268296,,20.019999999999996,,383.991169565819
8,52,39500,,8.926190555567224,,4.3646872499999985,,9.077481920429998,,7.413489675764102,,15.281124237591678,,400.35605365853655,,20.019999999999996,,393.9638740439532
9,59,39507,,8.638128824500765,,4.3646872499999985,,11.618658953424596,,9.044457404432203,,18.642971569861846,,415.27632487804874,,20.019999999999996,,447.73118525690865
10,66,39514,,8.638128824500765,,4.3646872499999985,,11.618658953424596,,9.044457404432203,,18.642971569861846,,504.797952195122,,20.019999999999996,,451.3120503495916
11,73,39521,,9.497221417975707,,4.798770899999998,,12.774175854803438,,9.943960818424914,,20.497081310689634,,504.797952195122,,20.019999999999996,,488.61351049803153
12,80,39528,,9.497221417975707,,4.798770899999998,,12.774175854803438,,9.943960818424914,,20.497081310689634,,564.4780604878048,,20.019999999999996,,491.00071482973885
13,87,39535,,7.0214459040839134,,4.798770899999998,,12.774175854803438,,9.943960818424914,,20.497081310689634,,609.2381417073171,,20.019999999999996,,482.76422724725757
14,94,39542,,7.0214459040839134,,4.798770899999998,,12.774175854803438,,9.943960818424914,,20.497081310689634,,609.2381417073171,,20.019999999999996,,482.76422724725757
15,101,39549,,7.659759168091542,,4.798770899999998,,14.182673978876476,,10.847957256463541,,22.36045233893414,,609.2381417073171,,20.019999999999996,,515.4668468079453
16,108,39556,,7.659759168091542,,5.945991974999999,,13.532582036376473,,10.847957256463541,,22.36045233893414,,609.2381417073171,,20.019999999999996,,525.6534051398953
17,115,39563,,7.659759168091542,,5.945991974999999,,13.532582036376473,,10.847957256463541,,22.36045233893414,,609.2381417073171,,20.019999999999996,,525.6534051398953
18,122,39570,,7.659759168091542,,5.945991974999999,,13.532582036376473,,10.847957256463541,,22.36045233893414,,609.2381417073171,,20.019999999999996,,525.6534051398953
19,129,39577,,7.659759168091542,,5.945991974999999,,13.532582036376473,,10.847957256463541,,22.36045233893414,,609.2381417073171,,20.019999999999996,,525.6534051398953
20,136,39584,,9.49094413819693,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,619.4702640386474
21,143,39591,,9.49094413819693,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,619.4702640386474
22,150,39598,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
23,157,39605,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
24,164,39612,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
25,171,39619,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
26,178,39626,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
27,185,39633,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
28,192,39640,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
29,199,39647,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
30,206,39654,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
31,213,39661,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
32,220,39668,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
33,227,39675,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
34,234,39682,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
35,241,39689,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
36,248,39696,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
37,255,39703,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
38,262,39710,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
39,269,39717,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
40,276,39724,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
41,283,39731,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
42,290,39738,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
43,297,39745,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
44,304,39752,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
45,311,39759,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
46,318,39766,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
47,325,39773,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
48,332,39780,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
49,339,39787,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
50,346,39794,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
51,353,39801,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
52,360,39808,,8.375435669711072,,5.945991974999999,,17.573263533468708,,13.441330735767197,,27.70606743586621,,609.2381417073171,,20.019999999999996,,614.9524547412798
