Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,FofatoMonoPotasico (Lbs),Admin_FofatoMonoPotasico_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,15,39598,,364.54328358208915,,52.84124999999996,,125.57304865518527,,99.81290754882347,,0.005554987556722226,,4326.826894634148,,20.019999999999996,,4311.7137280891
10,76,39659,,388.4477611940294,,46.488749999999925,,177.14774038913956,,130.60398614621081,,0.007268634244981215,,10717.62106048779,,20.019999999999996,,5104.4726835293195
