Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39953,,1.2518888986973822,,3.91695652173913,,3.3033,,2.120110337909225,,4.370097064666666,,49.733586341463415,,20.019999999999996,,206.80958991130188
2,8,39960,,1.2518888986973822,,3.91695652173913,,3.3033,,2.120110337909225,,4.370097064666666,,49.733586341463415,,20.019999999999996,,206.80958991130188
3,15,39967,,1.2518888986973822,,3.91695652173913,,3.3033,,2.120110337909225,,4.370097064666666,,89.5206507317073,,20.019999999999996,,208.40107248691163
4,22,39974,,1.2518888986973822,,3.91695652173913,,3.3033,,2.120110337909225,,4.370097064666666,,119.36021658536585,,20.019999999999996,,209.594655121058
5,29,39981,,1.2518888986973822,,3.91695652173913,,3.3033,,2.120110337909225,,4.370097064666666,,119.36021658536585,,20.019999999999996,,209.594655121058
6,36,39988,,1.2518888986973822,,3.91695652173913,,3.3033,,2.120110337909225,,4.370097064666666,,169.09477951219515,,20.019999999999996,,211.58403763813115
7,43,39995,,0.0,,6.65273304347826,,3.3033,,2.120110337909225,,4.370097064666666,,169.09477951219515,,20.019999999999996,,236.65164472707696
8,50,40002,,0.0,,6.65273304347826,,3.3033,,2.120110337909225,,4.370097064666666,,228.774887804878,,20.019999999999996,,239.03884905878428
9,57,40009,,0.0,,6.65273304347826,,3.53925,,2.271546790617027,,4.682246855,,228.774887804878,,20.019999999999996,,245.75306741770217
10,64,40016,,0.0,,6.65273304347826,,3.53925,,2.271546790617027,,4.682246855,,288.4559726829268,,20.019999999999996,,248.1403108128241
11,71,40023,,0.0,,6.65273304347826,,3.53925,,2.271546790617027,,4.682246855,,288.4559726829268,,20.019999999999996,,248.1403108128241
12,78,40030,,0.0,,6.65273304347826,,3.53925,,2.271546790617027,,4.682246855,,288.4559726829268,,20.019999999999996,,248.1403108128241
13,85,40037,,0.0,,6.65273304347826,,3.9639599999999997,,2.54413240549107,,5.2441164775999995,,348.13608097560973,,20.019999999999996,,262.61310819058355
14,92,40044,,3.92281116704717,,6.65273304347826,,10.06713708,,6.461248265812152,,13.318307814278132,,348.13608097560973,,20.019999999999996,,460.607195185389
