Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39449,,12.172889009930055,,7.161,,8.995139999999997,,8.377648123132209,,17.26850476462222,,49.733586341463415,,20.019999999999996,,595.0413333770566
2,8,39456,,12.172889009930055,,7.161,,8.995139999999997,,8.377648123132209,,17.26850476462222,,49.733586341463415,,20.019999999999996,,595.0413333770566
3,15,39463,,12.172889009930055,,7.161,,8.995139999999997,,8.377648123132209,,17.26850476462222,,89.5206507317073,,20.019999999999996,,596.6328159526663
4,22,39470,,12.172889009930055,,7.161,,8.995139999999997,,8.377648123132209,,17.26850476462222,,119.36021658536585,,20.019999999999996,,597.8263985868127
5,29,39477,,12.172889009930055,,7.161,,8.995139999999997,,8.377648123132209,,17.26850476462222,,119.36021658536585,,20.019999999999996,,597.8263985868127
6,36,39484,,23.645906456971137,,7.161,,21.297704784313723,,16.27362934857994,,33.544169176513634,,169.09477951219515,,20.019999999999996,,1021.031584578001
7,43,39491,,18.24365225812608,,6.7425049999999995,,21.534851950980393,,16.27362934857994,,33.544169176513634,,169.09477951219515,,20.019999999999996,,982.2729414451617
8,50,39498,,18.24365225812608,,6.7425049999999995,,21.534851950980393,,16.27362934857994,,33.544169176513634,,228.774887804878,,20.019999999999996,,984.6601457768691
9,57,39505,,18.24365225812608,,6.7425049999999995,,21.534851950980393,,16.27362934857994,,33.544169176513634,,228.774887804878,,20.019999999999996,,984.6601457768691
10,64,39512,,10.660732800589246,,6.7425049999999995,,10.995870712125331,,9.509544017084778,,19.60163565654949,,288.4559726829268,,20.019999999999996,,640.1349146500686
11,71,39519,,12.132654692509337,,6.7425049999999995,,13.041594300628917,,10.82252186605133,,22.3080234049341,,288.4559726829268,,20.019999999999996,,707.4741589462037
12,78,39526,,12.132654692509337,,6.7425049999999995,,13.041594300628917,,10.82252186605133,,22.3080234049341,,288.4559726829268,,20.019999999999996,,707.4741589462037
13,85,39533,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
14,92,39540,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
15,99,39547,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
16,106,39554,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
17,113,39561,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
18,120,39568,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
19,127,39575,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
20,134,39582,,3.150943707726755,,5.949212499999999,,13.491126717295584,,10.82252186605133,,22.3080234049341,,348.13608097560973,,20.019999999999996,,644.1951355222591
