Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulpomag (K Mag) (Lbs),Sulpomag (K Mag) (Cambios),Sin Calcio,Sin Calcio (Cambios),Sin Boro,Sin Boro (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
21,141,39589,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
22,148,39596,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
23,155,39603,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
24,162,39610,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
25,169,39617,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
26,176,39624,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
27,183,39631,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
28,190,39638,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
29,197,39645,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
30,204,39652,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
31,211,39659,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
32,218,39666,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
33,225,39673,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
34,232,39680,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
35,239,39687,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
36,246,39694,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
37,253,39701,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
38,260,39708,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
39,267,39715,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
40,274,39722,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
41,281,39729,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
42,288,39736,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
43,295,39743,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
44,302,39750,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
45,309,39757,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
46,316,39764,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
47,323,39771,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
48,330,39778,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
49,337,39785,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
50,344,39792,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
51,351,39799,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
52,358,39806,,3.9252099583646975,,2.770593913043478,,1.656713133538862,,2.351572653984921,,8.997616683335279e-05,,0.0713678966,,20.019999999999996,,103.42965765488684
