Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl (Lbs),Admin_Kcl_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39606,,31.402972886729675,,15.121013733913037,,30.53247220356667,,19.59622497523923,,0.0010906083047719642,,174.06755219512195,,20.019999999999996,,812.0386289537159
2,8,39613,,49.743033756294885,,15.121013733913037,,45.88695244466667,,29.450973951226583,,0.0016390645042815642,,253.64168097560975,,20.019999999999996,,1117.206637917129
3,15,39620,,49.743033756294885,,15.121013733913037,,45.88695244466667,,29.450973951226583,,0.0016390645042815642,,373.00140926829266,,20.019999999999996,,1121.9810270488365
4,22,39627,,67.19960332151227,,15.121013733913037,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,417.7607580487805,,20.019999999999996,,1415.812035284333
5,29,39634,,67.19960332151227,,15.121013733913037,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,492.36260243902444,,20.019999999999996,,1418.7961090599426
6,36,39641,,67.19960332151227,,15.121013733913037,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,591.831728292683,,20.019999999999996,,1422.774874094089
7,43,39648,,61.491292017164454,,15.121013733913037,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,651.5118365853659,,20.019999999999996,,1388.058054947536
8,50,39655,,57.3819694084688,,15.121013733913037,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,800.7121073170731,,20.019999999999996,,1367.3154688202824
9,57,39662,,55.01351636499054,,15.121013733913037,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,830.5526497560975,,20.019999999999996,,1353.1141457352344
10,64,39669,,51.30589940846881,,15.121013733913037,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,1009.595904390244,,20.019999999999996,,1336.1763657032093
11,71,39676,,48.34744019965973,,22.681520600869558,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,1009.595904390244,,20.019999999999996,,1407.6724632494283
12,78,39683,,48.34744019965973,,22.681520600869558,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,1128.9561209756096,,20.019999999999996,,1412.4468719128429
13,85,39690,,48.34744019965973,,22.681520600869558,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,1218.4762834146343,,20.019999999999996,,1416.027678410404
14,92,39697,,48.34744019965973,,22.681520600869558,,60.888456128499996,,39.079176973742975,,0.0021749125152966914,,1218.4762834146343,,20.019999999999996,,1416.027678410404
15,99,39704,,46.098485665746686,,22.681520600869558,,57.612721833333325,,36.97675874245103,,0.00205790453105237,,1218.4762834146343,,20.019999999999996,,1362.416217648416
16,106,39711,,41.51733039139886,,22.681520600869558,,57.07318283333334,,36.63047405392586,,0.00203863240299719,,1218.4762834146343,,20.019999999999996,,1326.216214777281
