Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Urea (Lbs),Urea (Cambios),MAP 12-61-0 (Lbs),MAP 12-61-0 (Cambios),Kcl (Lbs),Kcl (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación),Columna_19
20,136,43967,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
21,143,43974,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
22,150,43981,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
23,157,43988,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
24,164,43995,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
25,171,44002,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
26,178,44009,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
27,185,44016,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
28,192,44023,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
29,199,44030,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
30,206,44037,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
31,213,44044,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
32,220,44051,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
33,227,44058,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
34,234,44065,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
35,241,44072,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
36,248,44079,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
37,255,44086,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
38,262,44093,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
39,269,44100,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
40,276,44107,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
41,283,44114,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
42,290,44121,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
43,297,44128,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
44,304,44135,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
45,311,44142,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
46,318,44149,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
47,325,44156,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
48,332,44163,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
49,339,44170,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
50,346,44177,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
51,353,44184,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
52,360,44191,,44.79694640447484,,24.801229508196723,,55.314824482762376,,35.501931772935805,,73.1786855885544,,4260.406585365854,,140.0,,2167.843432005459,
