Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,1,39815,,38.858026877508586,,14.266906228079243,,78.55499278149738,,50.417840429400016,,103.92424041695665,,427.70923317073175,,20.019999999999996,,2963.193667347477
4,15,39829,,71.05896401690566,,27.484775233505598,,157.54171778779568,,101.11277344893988,,208.41964050101112,,790.7621673170731,,20.019999999999996,,5808.334465124506
6,29,39843,,103.43150897569586,,41.96148890611542,,248.78076680246912,,159.67144236699627,,329.12423901825224,,1084.1943307317076,,20.019999999999996,,9036.9143343261
8,43,39857,,101.43557819473511,,58.32646957950041,,414.9663190265184,,266.33196586814984,,548.979230682445,,1452.2239439024388,,20.019999999999996,,14242.83898168881
10,57,39871,,112.38186361143312,,64.62069291541773,,459.74685705096283,,295.0728254942092,,608.2215937057304,,1840.148554146341,,20.019999999999996,,15783.035177314327
