Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39953,,4.381611145440838,,13.709347826086956,,11.561549999999999,,7.420386182682285,,15.295339726333331,,174.06755219512195,,20.019999999999996,,583.6935646895568
2,8,39960,,4.381611145440838,,13.709347826086956,,11.561549999999999,,7.420386182682285,,15.295339726333331,,253.64168097560975,,20.019999999999996,,586.8765298407764
3,15,39967,,4.381611145440838,,13.709347826086956,,11.561549999999999,,7.420386182682285,,15.295339726333331,,373.00140926829266,,20.019999999999996,,591.6509189724836
4,22,39974,,4.381611145440838,,13.709347826086956,,11.561549999999999,,7.420386182682285,,15.295339726333331,,417.7607580487805,,20.019999999999996,,593.441292923703
5,29,39981,,4.381611145440838,,13.709347826086956,,11.561549999999999,,7.420386182682285,,15.295339726333331,,492.36260243902444,,20.019999999999996,,596.4253666993129
6,36,39988,,4.381611145440838,,13.709347826086956,,11.561549999999999,,7.420386182682285,,15.295339726333331,,591.831728292683,,20.019999999999996,,600.4041317334593
7,43,39995,,0.0,,23.284565652173914,,11.561549999999999,,7.420386182682285,,15.295339726333331,,651.5118365853659,,20.019999999999996,,690.5279608764768
8,50,40002,,0.0,,23.284565652173914,,11.561549999999999,,7.420386182682285,,15.295339726333331,,800.7121073170731,,20.019999999999996,,696.4959717057452
9,57,40009,,0.0,,23.284565652173914,,12.387374999999999,,7.950413767159593,,16.387863992499998,,830.5526497560975,,20.019999999999996,,721.1893576595185
10,64,40016,,0.0,,23.284565652173914,,12.387374999999999,,7.950413767159593,,16.387863992499998,,1009.595904390244,,20.019999999999996,,728.3510878448844
11,71,40023,,0.0,,23.284565652173914,,12.387374999999999,,7.950413767159593,,16.387863992499998,,1009.595904390244,,20.019999999999996,,728.3510878448844
12,78,40030,,0.0,,23.284565652173914,,12.387374999999999,,7.950413767159593,,16.387863992499998,,1128.9561209756096,,20.019999999999996,,733.125496508299
13,85,40037,,0.0,,23.284565652173914,,13.87386,,8.904463419218745,,18.3544076716,,1218.4762834146343,,20.019999999999996,,779.0058786670427
14,92,40044,,13.729839084665093,,23.284565652173914,,35.23497978,,22.614368930342536,,46.61407734997346,,1218.4762834146343,,20.019999999999996,,1471.9851831488616
15,99,40051,,7.530758461692999,,34.82174347826087,,35.23497978,,22.614368930342536,,46.61407734997346,,1218.4762834146343,,20.019999999999996,,1571.997017199478
16,106,40058,,7.530758461692999,,34.82174347826087,,35.23497978,,22.614368930342536,,46.61407734997346,,1218.4762834146343,,20.019999999999996,,1571.997017199478
17,113,40065,,4.589707448431449,,34.82174347826087,,40.03974974999999,,25.69814651175288,,52.97054244315165,,1218.4762834146343,,20.019999999999996,,1690.4875475074286
18,120,40072,,4.589707448431449,,34.82174347826087,,40.03974974999999,,25.69814651175288,,52.97054244315165,,1218.4762834146343,,20.019999999999996,,1690.4875475074286
19,127,40079,,0.0,,34.82174347826087,,29.779749999999996,,19.11311592509074,,39.397087173888885,,1218.4762834146343,,20.019999999999996,,1370.0717144361065
20,134,40086,,0.0,,34.82174347826087,,29.779749999999996,,19.11311592509074,,39.397087173888885,,1218.4762834146343,,20.019999999999996,,1370.0717144361065
21,141,40093,,0.0,,34.82174347826087,,29.779749999999996,,19.11311592509074,,39.397087173888885,,1218.4762834146343,,20.019999999999996,,1370.0717144361065
22,148,40100,,0.0,,34.82174347826087,,29.779749999999996,,19.11311592509074,,39.397087173888885,,1218.4762834146343,,20.019999999999996,,1370.0717144361065
23,155,40107,,0.0,,34.82174347826087,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1558.3863236273041
24,162,40114,,0.0,,27.89090652173913,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1475.2162801490433
25,169,40121,,0.0,,27.89090652173913,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1475.2162801490433
26,176,40128,,0.0,,27.89090652173913,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1475.2162801490433
27,183,40135,,0.0,,27.89090652173913,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1475.2162801490433
28,190,40142,,3.7352859539396834,,17.761221739130434,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1376.818835672165
29,197,40149,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
30,204,40156,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
31,211,40163,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
32,218,40170,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
33,225,40177,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
34,232,40184,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
35,239,40191,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
36,246,40198,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
37,253,40205,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
38,260,40212,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
39,267,40219,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
40,274,40226,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
41,281,40233,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
42,288,40240,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
43,295,40247,,5.912412235574984,,13.709347826086956,,36.39747222222221,,23.36047501955535,,48.151995434753076,,1218.4762834146343,,20.019999999999996,,1341.694531661782
