Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Sin Boro,Admin_Sulfato de Magnesio_Cambios_2,Sin Melaza,Admin_Sulfato de Magnesio_Cambios_3,Admin_Costo / Aplicación
2,1,39449,,151.74194952741027,,26.017295652173914,,104.26415999999998,,100.37410576758514,,7.4485523496384e-12,,0.08768039279999999,,0.0,,3066.3484136039883
4,15,39463,,151.74194952741027,,26.017295652173914,,118.32820999999998,,113.91343167037478,,8.4532773929604e-12,,0.16210624429999998,,0.0,,3304.806992939518
6,29,39477,,21.677421361058602,,3.71675652173913,,20.520500000000002,,19.75488832791374,,1.4659689244200002e-12,,0.0244688444,,0.0,,533.4332051062102
