Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,14,39133,,9.952658787467957,,19.80725185185185,,38.218638317293674,,26.369027930283657,,43.482722383170575,,427.70923317073175,,20.019999999999996,,580.2027975493437
4,28,39147,,17.599213709547005,,35.0250185185185,,67.58173848789734,,46.6281591450138,,76.89017982389917,,790.7621673170731,,20.019999999999996,,988.6038398319333
6,42,39161,,13.03062150104898,,51.69209629629628,,99.74132438903467,,68.81673142781345,,113.47929987803053,,1084.1943307317076,,20.019999999999996,,1391.1887372094511
8,56,39175,,15.756435541820544,,70.53314074074073,,136.09563888597262,,93.89946531271747,,154.8409138522659,,1452.2239439024388,,20.019999999999996,,1872.6815273987688
10,70,39189,,19.965346405731527,,89.37418518518518,,172.44995338291048,,118.98219919762141,,196.2025278265013,,1840.148554146341,,20.019999999999996,,2359.548909329645
12,84,39203,,23.20297014720151,,103.8672962962963,,200.41481068824726,,138.27660987831678,,228.0191539605286,,2138.5520253658533,,20.019999999999996,,2734.0622776718496
14,98,39217,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
16,112,39231,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
18,126,39245,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
20,140,39259,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
22,154,39273,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
24,168,39287,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
26,182,39301,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
28,196,39315,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
30,210,39329,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
32,224,39343,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
34,238,39357,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
36,252,39371,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
38,266,39385,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
40,280,39399,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
42,294,39413,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
44,308,39427,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
46,322,39441,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
48,336,39455,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
50,350,39469,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
52,364,39483,,26.440593888671483,,118.36040740740744,,228.37966799358412,,157.5710205590121,,259.83578009455584,,2436.952566829269,,20.019999999999996,,3108.575553433762
