Dia          Semana,Columna_1,=((Main!E41/100)/(Main!J21/278)),Columna_3,=(((Main!F31/100)/Main!F72)/(Main!J21/278)),Columna_5,=(((Main!G36/100)/Main!F73)/(Main!J21/278)),Columna_7,=(((I5/100)/Main!F74)/(Main!J21/278)),Columna_9,=(((K5/100)/Main!F75)/(Main!J21/278)),Columna_11,=((M5/100)/(Main!J21/278)),Columna_13,Columna_14
1,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
2,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
3,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
4,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
5,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
6,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
7,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
2,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
9,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
10,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,5.0926,0.0050926,,
11,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,9.1667,0.0091667,,
12,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,9.1667,0.0091667,,
13,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,9.1667,0.0091667,,
14,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,9.1667,0.0091667,,
3,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,9.1667,0.0091667,,
16,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,9.1667,0.0091667,,
17,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,9.1667,0.0091667,,
18,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
19,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
20,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
21,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
4,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
23,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
24,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
25,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
26,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
27,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
28,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
5,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
30,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
31,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
32,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,12.2222,0.0122222,,
33,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,17.3149,0.0173149,,
34,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,17.3149,0.0173149,,
35,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,17.3149,0.0173149,,
6,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,17.3149,0.0173149,,
37,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,17.3149,0.0173149,,
38,0.9059202,1.9606443348475016,0.6366,1.383913043478261,0.7549319999999999,0.8275290377316994,0.12920728868049017,1.1746117152771833,0.449431402764,4.49431402764e-05,17.3149,0.0173149,,
