Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39047,,0.08468200318810434,,5.828322499999998,,3.3486204497996246,,1.8626380252799222,,3.0715039010052974,,21.13677419512195,,20.019999999999996,,105.89124659529965
2,8,39054,,0.08468200318810434,,5.828322499999998,,3.3486204497996246,,1.8626380252799222,,3.0715039010052974,,21.13677419512195,,20.019999999999996,,105.89124659529965
3,15,39061,,0.08468200318810434,,5.828322499999998,,3.3486204497996246,,1.8626380252799222,,3.0715039010052974,,38.046276560975606,,20.019999999999996,,106.42558687006063
4,22,39068,,0.2582047080871223,,6.357329239130434,,4.01834453975955,,2.2351656303359064,,3.6858046812063567,,50.72809204878049,,20.019999999999996,,116.197436932302
5,29,39075,,6.789908006277047,,6.357329239130434,,11.162068165998749,,6.208793417599741,,10.238346336684323,,50.72809204878049,,20.019999999999996,,211.94911814364443
6,36,39082,,11.889842084936072,,4.924364620251163,,16.743102248998124,,9.313190126399611,,15.35751950502649,,71.86528129268292,,20.019999999999996,,282.54150537215764
7,43,39089,,11.889842084936072,,4.924364620251163,,16.743102248998124,,9.313190126399611,,15.35751950502649,,71.86528129268292,,20.019999999999996,,282.54150537215764
8,50,39096,,12.76847491322485,,4.924364620251163,,18.7522745188779,,10.430772941567565,,17.20042184562967,,97.22932731707316,,20.019999999999996,,307.20626164937164
9,57,39103,,11.037155927343557,,4.924364620251163,,18.7522745188779,,10.430772941567565,,17.20042184562967,,97.22932731707316,,20.019999999999996,,301.66604089455143
10,64,39110,,11.037155927343557,,4.924364620251163,,18.7522745188779,,10.430772941567565,,17.20042184562967,,122.5937883902439,,20.019999999999996,,302.46755786446363
11,71,39117,,9.750873100169576,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,122.5937883902439,,20.019999999999996,,295.5353629021312
12,78,39124,,9.750873100169576,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,122.5937883902439,,20.019999999999996,,295.5353629021312
13,85,39131,,9.750873100169576,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,296.336866756502
14,92,39138,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
15,99,39145,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
16,106,39152,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
17,113,39159,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
18,120,39166,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
19,127,39173,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
20,134,39180,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
21,141,39187,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
22,148,39194,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
23,155,39201,,8.885213607228936,,4.096102880434782,,18.7522745188779,,10.430772941567565,,17.20042184562967,,147.95783441463414,,20.019999999999996,,293.56675637909194
