Fase,Día Después Siembra,Semana,N,P2O5,K20,MgO,CaO,B Gramos/Ha,Relación N:K N/(K2O/3.36),Relación Ca:Mg (1:0.5) (CaO/1.39)/MgO,Relación K:Ca (1:1)     (CaO/1.19)/K2O
,1.0,1,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,2.0,1,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,3.0,1,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,4.0,1,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,5.0,1,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,6.0,1,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,7.0,1,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,8.0,2,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,9.0,2,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,10.0,2,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,5.0926,2.9,0.4,0.5000000000000001
,11.0,2,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,9.1667,2.9,0.4,0.5000000000000001
,12.0,2,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,9.1667,2.9,0.4,0.5000000000000001
,13.0,2,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,9.1667,2.9,0.4,0.5000000000000001
,14.0,2,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,9.1667,2.9,0.4,0.5000000000000001
,15.0,3,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,9.1667,2.9,0.4,0.5000000000000001
,16.0,3,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,9.1667,2.9,0.4,0.5000000000000001
,17.0,3,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,9.1667,2.9,0.4,0.5000000000000001
,18.0,3,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,19.0,3,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,20.0,3,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,21.0,3,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,22.0,4,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,23.0,4,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,24.0,4,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,25.0,4,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
,26.0,4,3.3738941342872195,1.86,3.912,0.6695423075430338,2.3289192240000003,12.2222,2.9,0.4,0.5000000000000001
