Fase,Día Después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.36),Relación Ca:Mg (1:0.5) (CaO/1.39)/MgO,Relación K:Ca (1:1)     (CaO/1.19)/K2O
,1.0,1,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,2.0,1,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,3.0,1,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,4.0,1,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,5.0,1,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,6.0,1,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,7.0,1,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,8.0,2,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,9.0,2,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,10.0,2,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,5.0926,2.8,0.4,0.5
,11.0,2,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,9.1667,2.8,0.4,0.5
,12.0,2,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,9.1667,2.8,0.4,0.5
,13.0,2,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,9.1667,2.8,0.4,0.5
,14.0,2,0.5803935756860024,0.592878695409,0.6969954741749999,0.11929140033900316,0.4149402246541802,9.1667,2.8,0.4,0.5
,15.0,3,1.1607871513720047,1.185757390818,1.3939909483499997,0.23858280067800633,0.8298804493083604,9.1667,2.8,0.4,0.5
,16.0,3,1.1607871513720047,1.185757390818,1.3939909483499997,0.23858280067800633,0.8298804493083604,9.1667,2.8,0.4,0.5
,17.0,3,1.1607871513720047,1.185757390818,1.3939909483499997,0.23858280067800633,0.8298804493083604,9.1667,2.8,0.4,0.5
