Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Urea (Lbs),Urea (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl (Lbs),Kcl (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39606,,1.7949125842758782,,3.3404879968605057,,6.393344963254593,,4.103350210521581,,8.45806861542104,,49.733586341463415,,20.019999999999996,,278.94114727234614
2,8,39613,,1.7949125842758782,,3.3404879968605057,,6.393344963254593,,4.103350210521581,,8.45806861542104,,49.733586341463415,,20.019999999999996,,278.94114727234614
3,15,39620,,3.141097022482784,,5.845853994505886,,11.188353685695537,,7.180862868412764,,14.801620076986815,,89.5206507317073,,20.019999999999996,,446.2044827119714
4,22,39627,,1.9311579758001087,,8.351219992151266,,15.98336240813648,,10.258375526303952,,21.145171538552596,,119.36021658536585,,20.019999999999996,,596.4551155583513
5,29,39634,,1.9311579758001087,,8.351219992151266,,15.98336240813648,,10.258375526303952,,21.145171538552596,,119.36021658536585,,20.019999999999996,,596.4551155583513
6,36,39641,,3.0898527612801745,,13.361951987442023,,25.573379853018373,,16.413400842086325,,33.83227446168416,,169.09477951219515,,20.019999999999996,,919.8193222123864
7,43,39648,,3.0898527612801745,,13.361951987442023,,25.573379853018373,,16.413400842086325,,33.83227446168416,,169.09477951219515,,20.019999999999996,,919.8193222123864
8,50,39655,,3.777753221580327,,18.372683982732784,,42.97748558632253,,27.583631970728394,,56.85701680366363,,228.774887804878,,20.019999999999996,,1447.2515405278582
9,57,39662,,3.777753221580327,,18.372683982732784,,42.97748558632253,,27.583631970728394,,56.85701680366363,,228.774887804878,,20.019999999999996,,1447.2515405278582
10,64,39669,,4.808049554738606,,23.383415978023542,,54.698618018955955,,35.10644069001795,,72.36347593193553,,288.4559726829268,,20.019999999999996,,1826.5600234727067
11,71,39676,,1.663512729539668,,15.588943985349033,,55.69313834657335,,35.74473961165466,,73.67917549433437,,288.4559726829268,,20.019999999999996,,1738.8980060281526
12,78,39683,,1.663512729539668,,15.588943985349033,,55.69313834657335,,35.74473961165466,,73.67917549433437,,288.4559726829268,,20.019999999999996,,1738.8980060281526
13,85,39690,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
14,92,39697,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
15,99,39704,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
16,106,39711,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
17,113,39718,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
18,120,39725,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
19,127,39732,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
20,134,39739,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
21,141,39746,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
22,148,39753,,0.0,,18.929431982209536,,60.381591319626715,,38.75386309937048,,79.88175914564314,,348.13608097560973,,20.019999999999996,,1894.5964453564616
