Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,38728,,0.0,,0.38146808096468554,,1.304794231481481,,1.3840138812499996,,2.290526810477143,,24.866793170731707,,20.019999999999996,,56.186497355784894
2,8,38735,,0.0,,1.5258723238587422,,5.219176925925924,,5.536055524999998,,9.162107241908572,,24.866793170731707,,20.019999999999996,,135.30161743055422
3,15,38742,,0.0,,1.5258723238587422,,5.219176925925924,,5.536055524999998,,9.162107241908572,,44.76032536585365,,20.019999999999996,,135.93025304792008
4,22,38749,,2.6539301436412692e-15,,3.814680809646856,,13.047942314814811,,13.840138812499998,,22.90526810477143,,59.680108292682924,,20.019999999999996,,294.6319583379465
5,29,38756,,2.6539301436412692e-15,,3.814680809646856,,13.047942314814811,,13.840138812499998,,22.90526810477143,,59.680108292682924,,20.019999999999996,,294.6319583379465
6,36,38763,,2.6539301436412692e-15,,3.814680809646856,,13.047942314814811,,13.840138812499998,,22.90526810477143,,84.54738975609757,,20.019999999999996,,295.41776443219044
7,43,38770,,2.6539301436412692e-15,,3.814680809646856,,13.047942314814811,,13.840138812499998,,22.90526810477143,,84.54738975609757,,20.019999999999996,,295.41776443219044
8,50,38777,,0.0,,4.959085052540912,,16.962325009259253,,17.992180456249994,,29.776848536202856,,114.387443902439,,20.019999999999996,,375.4758302179841
9,57,38784,,0.0,,4.959085052540912,,16.962325009259253,,17.992180456249994,,29.776848536202856,,114.387443902439,,20.019999999999996,,375.4758302179841
10,64,38791,,0.0,,4.5776169715762265,,23.283669297777774,,22.964378474074067,,37.83063635368701,,144.2279863414634,,20.019999999999996,,455.1909103574403
11,71,38798,,0.0,,4.5776169715762265,,23.283669297777774,,22.964378474074067,,37.83063635368701,,144.2279863414634,,20.019999999999996,,455.1909103574403
12,78,38805,,0.0,,4.5776169715762265,,23.283669297777774,,22.964378474074067,,37.83063635368701,,144.2279863414634,,20.019999999999996,,455.1909103574403
