Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Urea (Lbs),Urea (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl (Lbs),Kcl (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39815,,0.0,,14.121073369565215,,7.3852275,,4.739956156135229,,9.770278515316667,,49.03801170731707,,19.74,,422.0707671164046
2,8,39822,,0.0,,13.561444369565217,,7.385638749999999,,4.740220102908596,,9.77082257804722,,49.03801170731707,,19.74,,415.36609919025545
3,15,39829,,6.741640215427771,,13.561444369565217,,20.14261375,,12.927849012771318,,26.64764847988055,,88.26861365853658,,19.74,,798.2558755215459
4,22,39836,,10.060400461247282,,11.153475489130436,,27.52866375,,17.668333062453282,,36.41901512065834,,117.69084292682926,,19.74,,987.5152060859182
5,29,39843,,8.957993293950496,,13.970738249999998,,27.52866375,,17.668333062453282,,36.41901512065834,,117.69084292682926,,19.74,,1014.1567126289237
6,36,39850,,13.47541882669592,,15.515366429347823,,40.28563875,,25.855961972316006,,53.295841022491665,,166.72981756097562,,19.74,,1401.5169665822698
7,43,39857,,13.47541882669592,,15.515366429347823,,40.28563875,,25.855961972316006,,53.295841022491665,,166.72981756097562,,19.74,,1401.5169665822698
8,50,39864,,18.210624578855626,,12.57166575,,47.670866249999996,,30.59591812845123,,63.066119537808326,,225.5752390243902,,19.74,,1594.7095788909999
9,57,39871,,18.210624578855626,,12.57166575,,47.670866249999996,,30.59591812845123,,63.066119537808326,,225.5752390243902,,19.74,,1594.7095788909999
10,64,39878,,10.813872524640457,,12.57166575,,47.670866249999996,,30.59591812845123,,63.066119537808326,,284.42162341463415,,19.74,,1548.9845459142111
11,71,39885,,10.813872524640457,,12.57166575,,47.670866249999996,,30.59591812845123,,63.066119537808326,,284.42162341463415,,19.74,,1548.9845459142111
12,78,39892,,7.115496497532872,,12.57166575,,47.670866249999996,,30.59591812845123,,63.066119537808326,,284.42162341463415,,19.74,,1524.9451017380118
13,85,39899,,7.115496497532872,,12.57166575,,47.670866249999996,,30.59591812845123,,63.066119537808326,,343.26704487804875,,19.74,,1527.2989185965482
