Columna_0,N,Columna_2,P2O5,Columna_4,K2O,Columna_6,MgO,Columna_8,Ca,Columna_10,B,Columna_12
Porcentaje de Elemento,,33.5,,61.0,,52.0,,16.0,,27.0,,20.5
,,0.335,,0.61,,0.52,,0.16,,0.27,,0.205
1,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
2,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,0.9609572037153429,-3.314098580970616e-16,0.6973891989664082,1.1432609819121446,1.3943626666666664,2.681466666666666,0.5243757037037037,3.277348148148148,1.4349470270270266,5.314618618618617,5.0926,24.841951219512197
,1.6816751065018505,0.0,1.2204310981912143,2.000706718346253,2.4401346666666663,4.692566666666666,0.9176574814814815,5.735359259259259,2.5111572972972973,9.300582582582582,9.1667,44.715609756097564
,1.6816751065018505,0.0,1.2204310981912143,2.000706718346253,2.4401346666666663,4.692566666666666,0.9176574814814815,5.735359259259259,2.5111572972972973,9.300582582582582,9.1667,44.715609756097564
,1.6816751065018505,0.0,1.2204310981912143,2.000706718346253,2.4401346666666663,4.692566666666666,0.9176574814814815,5.735359259259259,2.5111572972972973,9.300582582582582,9.1667,44.715609756097564
,1.6816751065018505,0.0,1.2204310981912143,2.000706718346253,2.4401346666666663,4.692566666666666,0.9176574814814815,5.735359259259259,2.5111572972972973,9.300582582582582,9.1667,44.715609756097564
3,1.6816751065018505,0.0,1.2204310981912143,2.000706718346253,2.4401346666666663,4.692566666666666,0.9176574814814815,5.735359259259259,2.5111572972972973,9.300582582582582,9.1667,44.715609756097564
,1.6816751065018505,0.0,1.2204310981912143,2.000706718346253,2.4401346666666663,4.692566666666666,0.9176574814814815,5.735359259259259,2.5111572972972973,9.300582582582582,9.1667,44.715609756097564
,1.6816751065018505,0.0,1.2204310981912143,2.000706718346253,2.4401346666666663,4.692566666666666,0.9176574814814815,5.735359259259259,2.5111572972972973,9.300582582582582,9.1667,44.715609756097564
