Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Sin Boro,Admin_Nitrato de Calcio_Cambios_1,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,1,39960,,140.26688970409876,,53.13598511869564,,162.77142495950002,,104.46928246688209,,215.33827579303167,,0.1299877152,,29.68,,6264.311629168487
4,15,39974,,180.6996603441247,,112.79946379617392,,227.22880160819997,,145.83904924174888,,300.61209061112197,,0.2403253412,,29.68,,9077.29236534623
6,29,39988,,233.08059195835463,,136.72188782608694,,291.52266235471166,,187.10386891685422,,385.6695822480966,,0.3295040951999999,,29.68,,11534.390466137444
8,43,40002,,166.06174090440126,,136.72188782608694,,240.92359477666665,,154.62858472807912,,318.7296020169079,,0.441354214,,29.68,,9658.91547199967
10,57,40016,,58.72379954986366,,136.72188782608694,,240.92359477666665,,154.62858472807912,,318.7296020169079,,0.5592507423999998,,29.68,,8961.218853195176
12,71,40030,,17.679895159500102,,68.36094391304349,,120.46179738833331,,77.31429236403957,,159.364801008454,,0.30683243359999995,,29.68,,4446.228396597283
