Fase,Día Después Siembra,Semana,N,P2O5,K20,MgO,CaO,B Gramos/Ha,Relación N:K N/(K2O/3.36),Relación Ca:Mg (1:0.5) (CaO/1.39)/MgO,Relación K:Ca (1:1)     (CaO/1.19)/K2O
,1.0,1,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,2.0,1,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,3.0,1,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,4.0,1,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,5.0,1,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,6.0,1,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,7.0,1,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,8.0,2,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,9.0,2,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,10.0,2,1.2459459024024024,0.8442991640416665,2.107696141732284,0.3607340844414577,1.2547684209690555,5.0926,1.9877262744744741,0.4,0.5
,11.0,2,2.180405329204204,1.4775235370729165,3.688468248031496,0.6312846477725509,2.1958447366958467,9.1667,1.9877262744744741,0.4,0.5
,12.0,2,2.180405329204204,1.4775235370729165,3.688468248031496,0.6312846477725509,2.1958447366958467,9.1667,1.9877262744744741,0.4,0.5
,13.0,2,2.180405329204204,1.4775235370729165,3.688468248031496,0.6312846477725509,2.1958447366958467,9.1667,1.9877262744744741,0.4,0.5
,14.0,2,2.180405329204204,1.4775235370729165,3.688468248031496,0.6312846477725509,2.1958447366958467,9.1667,1.9877262744744741,0.4,0.5
,15.0,3,2.180405329204204,1.4775235370729165,3.688468248031496,0.6312846477725509,2.1958447366958467,9.1667,1.9877262744744741,0.4,0.5
,16.0,3,2.180405329204204,1.4775235370729165,3.688468248031496,0.6312846477725509,2.1958447366958467,9.1667,1.9877262744744741,0.4,0.5
,17.0,3,2.180405329204204,1.4775235370729165,3.688468248031496,0.6312846477725509,2.1958447366958467,9.1667,1.9877262744744741,0.4,0.5
,18.0,3,3.114864756006006,2.110747910104167,5.26924035433071,0.9018352111036443,3.1369210524226387,12.2222,1.9877262744744741,0.4,0.5
,19.0,3,3.114864756006006,2.110747910104167,5.26924035433071,0.9018352111036443,3.1369210524226387,12.2222,1.9877262744744741,0.4,0.5
,20.0,3,3.114864756006006,2.110747910104167,5.26924035433071,0.9018352111036443,3.1369210524226387,12.2222,1.9877262744744741,0.4,0.5
,21.0,3,3.114864756006006,2.110747910104167,5.26924035433071,0.9018352111036443,3.1369210524226387,12.2222,1.9877262744744741,0.4,0.5
,22.0,4,3.114864756006006,2.110747910104167,5.26924035433071,0.9018352111036443,3.1369210524226387,12.2222,1.9877262744744741,0.4,0.5
,23.0,4,3.114864756006006,2.110747910104167,5.26924035433071,0.9018352111036443,3.1369210524226387,12.2222,1.9877262744744741,0.4,0.5
