Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,7,37795,,5.664924756404819,,6.248447166201547,,12.701388966933333,,10.189941140148306,,16.803288421150043,,135.77269071219513,,20.019999999999996,,302.3139801176816
2,14,37802,,8.092749652006892,,8.926353094573642,,18.14484138133333,,14.55705877164044,,24.00469774450006,,197.84051116097564,,20.019999999999996,,419.55870742579583
3,21,37809,,12.341443219310511,,13.612688469224803,,27.670883106533328,,22.19951462675167,,36.60716406036259,,290.9410992292683,,20.019999999999996,,624.2466083271361
4,28,37816,,14.162311891012056,,15.621117915503872,,31.753472417333324,,25.474852850370766,,42.00822105287511,,325.85339127804883,,20.019999999999996,,711.812374892327
5,35,37823,,17.804049234415153,,19.637976808062007,,39.918651038933326,,32.02552929760896,,52.81033503790014,,384.04282990243905,,20.019999999999996,,886.5762374257567
6,42,37830,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,461.62874806829274,,20.019999999999996,,1119.594720803663
7,49,37837,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,508.17923253658535,,20.019999999999996,,1121.065716112861
8,56,37844,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,624.555443707317,,20.019999999999996,,1124.7432043858562
9,63,37851,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,647.831066809756,,20.019999999999996,,1125.4787140758933
10,70,37858,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,787.4848054243902,,20.019999999999996,,1129.8917722161157
11,77,37865,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,787.4848054243902,,20.019999999999996,,1129.8917722161157
12,84,37872,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,880.5857743609755,,20.019999999999996,,1132.8337628345118
13,91,37879,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
14,98,37886,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
15,105,37893,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
16,112,37900,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
17,119,37907,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
18,126,37914,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
19,133,37921,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
20,140,37928,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
21,147,37935,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
22,154,37942,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
23,161,37949,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
24,168,37956,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
25,175,37963,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
26,182,37970,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
27,189,37977,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
28,196,37984,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
29,203,37991,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
30,210,37998,,22.659699025619275,,24.99378866480619,,50.80555586773333,,40.759764560593226,,67.21315368460017,,950.4115010634147,,20.019999999999996,,1135.0402557983089
31,217,38005,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
32,224,38012,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
33,231,38019,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
34,238,38026,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
35,245,38033,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
36,252,38040,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
37,259,38047,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
38,266,38054,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
39,273,38061,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
40,280,38068,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
41,287,38075,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
42,294,38082,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
43,301,38089,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
44,308,38096,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
45,315,38103,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
46,322,38110,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
47,329,38117,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
48,336,38124,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
49,343,38131,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
50,350,38138,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
51,357,38145,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
52,364,38152,,2.1860243748913115,,16.662525776537464,,67.1762349806696,,53.893466474562146,,88.87072542741575,,950.4115010634147,,20.019999999999996,,1196.2461288528261
