Semana,N,Urea,P2O5,DAP 18-46-0,K2O,Kcl Soluble,MgO,Sulfato de Magnesio,Ca,Nitrato de Calcio,B,Solubor
1,0.5803935756860024,0.2395459547273167,0.592878695409,1.2888667291499998,0.6969954741749999,1.1616591236249998,0.11929140033900316,0.7455712521187697,0.4149402246541802,1.536815646867334,5.0926,24.841951219512197
2,0.5803935756860024,0.2395459547273167,0.592878695409,1.2888667291499998,0.6969954741749999,1.1616591236249998,0.11929140033900316,0.7455712521187697,0.4149402246541802,1.536815646867334,5.0926,24.841951219512197
3,1.1607871513720047,0.4790919094546334,1.185757390818,2.5777334582999996,1.3939909483499997,2.3233182472499996,0.23858280067800633,1.4911425042375395,0.8298804493083604,3.073631293734668,9.1667,44.715609756097564
4,1.7411807270580073,0.7186378641819503,1.7786360862269996,3.866600187449999,2.090986422525,3.484977370875,0.35787420101700956,2.2367137563563095,1.2448206739625407,4.610446940602002,12.2222,59.62048780487805
5,1.7411807270580073,0.7186378641819503,1.7786360862269996,3.866600187449999,2.090986422525,3.484977370875,0.35787420101700956,2.2367137563563095,1.2448206739625407,4.610446940602002,12.2222,59.62048780487805
6,2.9019678784300127,1.1977297736365842,2.9643934770450002,6.4443336457500004,3.484977370875,5.808295618125,0.596457001695016,3.72785626059385,2.074701123270901,7.6840782343366705,17.3149,84.46292682926831
7,2.9019678784300127,1.1977297736365842,2.9643934770450002,6.4443336457500004,3.484977370875,5.808295618125,0.596457001695016,3.72785626059385,2.074701123270901,7.6840782343366705,17.3149,84.46292682926831
8,2.9019678784300127,1.1977297736365842,2.9643934770450002,6.4443336457500004,3.484977370875,5.808295618125,0.596457001695016,3.72785626059385,2.074701123270901,7.6840782343366705,23.426,114.27317073170731
9,4.062755029802018,3.4420087251879568,2.0750754339315005,4.511033552025001,4.878968319225,8.131613865375,0.8350398023730223,5.218998764831389,2.9045815725792616,10.757709528071338,23.426,114.27317073170731
10,5.223542181174021,4.425439789527369,2.6679541293405,5.799900281175,6.272959267574999,10.454932112624999,1.0736226030510287,6.71014126906893,3.7344620218876217,13.831340821806005,29.5372,144.0839024390244
11,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,29.5372,144.0839024390244
12,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,29.5372,144.0839024390244
13,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
14,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
15,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
16,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
17,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
18,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
19,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
20,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
21,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
22,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
23,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
24,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
25,6.384329332546026,5.4088708538667865,3.2608328247495,7.088767010324999,7.666950215925,12.778250359874999,1.3122054037290352,8.20128377330647,4.564342471195983,16.904972115540676,35.6483,173.89414634146343
