Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,FofatoMonoPotasico (Lbs),Admin_FofatoMonoPotasico_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Sin Calcio,Admin_Sulfato de Magnesio_Cambios_1,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,15,39463,,182.27164179104457,,26.42062499999998,,61.07978800000004,,48.81104332661287,,0.0027165298052993117,,4326.826894634148,,20.019999999999996,,2209.5093723751847
10,76,39524,,194.2238805970147,,28.153124999999974,,68.35378549999997,,54.10971302719042,,0.003011421968815256,,10717.62106048779,,20.019999999999996,,2633.258691026002
