Fase,Día después Siembra,Semana,N,P2O5,K20,MgO,Ca,B Gramos/Ha,Relación N:K N/(K2O/3.36),Relación Ca:Mg (1:0.5) (CaO/1.39)/MgO,Relación K:Ca (1:1)     (CaO/1.19)/K2O,Columna_12
1.0,1.0,1,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,2.0,1,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,3.0,1,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,4.0,1,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,5.0,1,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,6.0,1,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,7.0,1,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,8.0,2,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,9.0,2,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,10.0,2,0.9609572037153429,0.6973891989664082,1.3943626666666664,0.5243757037037037,1.4349470270270266,5.0926,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,11.0,2,1.6816751065018505,1.2204310981912143,2.4401346666666663,0.9176574814814815,2.5111572972972973,9.1667,2.317360997759835,0.508443950617284,0.8643199696184024,
,12.0,2,1.6816751065018505,1.2204310981912143,2.4401346666666663,0.9176574814814815,2.5111572972972973,9.1667,2.317360997759835,0.508443950617284,0.8643199696184024,
,13.0,2,1.6816751065018505,1.2204310981912143,2.4401346666666663,0.9176574814814815,2.5111572972972973,9.1667,2.317360997759835,0.508443950617284,0.8643199696184024,
,14.0,2,1.6816751065018505,1.2204310981912143,2.4401346666666663,0.9176574814814815,2.5111572972972973,9.1667,2.317360997759835,0.508443950617284,0.8643199696184024,
1.0,15.0,3,1.6816751065018505,1.2204310981912143,2.4401346666666663,0.9176574814814815,2.5111572972972973,9.1667,2.317360997759835,0.508443950617284,0.8643199696184024,
2.0,16.0,3,1.6816751065018505,1.2204310981912143,2.4401346666666663,0.9176574814814815,2.5111572972972973,9.1667,2.317360997759835,0.508443950617284,0.8643199696184024,
,17.0,3,1.6816751065018505,1.2204310981912143,2.4401346666666663,0.9176574814814815,2.5111572972972973,9.1667,2.317360997759835,0.508443950617284,0.8643199696184024,
,18.0,3,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,19.0,3,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,20.0,3,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,21.0,3,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,22.0,4,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,23.0,4,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,24.0,4,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
2.0,25.0,4,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
3.0,26.0,4,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,27.0,4,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,28.0,4,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,29.0,5,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
3.0,30.0,5,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
4.0,31.0,5,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,32.0,5,2.4023930092883576,1.7434729974160204,3.4859066666666663,1.3109392592592592,3.587367567567567,12.2222,2.317360997759835,0.5084439506172841,0.8643199696184021,
,33.0,5,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,34.0,5,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
4.0,35.0,5,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
5.0,36.0,6,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,37.0,6,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,38.0,6,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,39.0,6,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,40.0,6,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,41.0,6,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,42.0,6,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,43.0,7,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,44.0,7,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
5.0,45.0,7,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
6.0,46.0,7,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,47.0,7,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,17.3149,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,48.0,7,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,23.426,2.3173609977598346,0.5084439506172841,0.8643199696184021,
,49.0,7,3.8438288148613715,2.7895567958656327,5.577450666666666,2.0975028148148147,5.739788108108106,23.426,2.3173609977598346,0.5084439506172841,0.8643199696184021,
