Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39449,,6.733462601457776,,3.1324398186907825,,6.07493493187238,,5.038244354210409,,10.38512782552689,,49.733586341463415,,20.019999999999996,,311.91963281509936
2,8,39456,,6.733462601457776,,3.1324398186907825,,6.07493493187238,,5.038244354210409,,10.38512782552689,,49.733586341463415,,20.019999999999996,,311.91963281509936
3,15,39463,,9.258511077004439,,4.307104750699827,,8.353035531324524,,6.927585987039313,,14.279550760099477,,89.5206507317073,,20.019999999999996,,408.7139739012494
4,22,39470,,6.272883988208975,,6.716016077604165,,19.456874711579857,,14.93031668886199,,30.77525351858982,,119.36021658536585,,20.019999999999996,,714.5592758462612
5,29,39477,,6.272883988208975,,6.716016077604165,,19.456874711579857,,14.93031668886199,,30.77525351858982,,119.36021658536585,,20.019999999999996,,714.5592758462612
6,36,39484,,27.16336892772458,,12.536563344861104,,23.912770311986108,,19.907088918482653,,41.03367135811976,,169.09477951219515,,20.019999999999996,,1070.742596736365
7,43,39491,,27.16336892772458,,12.536563344861104,,23.912770311986108,,19.907088918482653,,41.03367135811976,,169.09477951219515,,20.019999999999996,,1070.742596736365
8,50,39498,,30.928789674790412,,13.655899357795134,,31.2265407661383,,25.008280453843835,,51.54854964363795,,228.774887804878,,20.019999999999996,,1286.8273786521665
9,57,39505,,34.694210421856255,,14.77523537072916,,38.5403112202905,,30.109471989205012,,62.063427929156134,,228.774887804878,,20.019999999999996,,1500.5249562362606
10,64,39512,,8.579269425881062,,14.77523537072916,,51.334750655846065,,38.32114616807912,,78.98981736438056,,288.4559726829268,,20.019999999999996,,1676.1187926293376
11,71,39519,,6.2394686733680444,,10.74562572416666,,37.334364113342595,,27.86992448587572,,57.44713990136768,,288.4559726829268,,20.019999999999996,,1237.4302779778773
12,78,39526,,6.2394686733680444,,10.74562572416666,,37.334364113342595,,27.86992448587572,,57.44713990136768,,288.4559726829268,,20.019999999999996,,1237.4302779778773
13,85,39533,,6.2394686733680444,,10.74562572416666,,37.334364113342595,,27.86992448587572,,57.44713990136768,,348.13608097560973,,20.019999999999996,,1239.8174823095846
