Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl (Lbs),Admin_Kcl_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
2,1,39606,,6.565383246080887,,28.394147973314304,,54.34343218766405,,34.878476789433435,,71.89358323107884,,427.70923317073175,,20.019999999999996,,1894.2847726039572
4,15,39620,,12.648913692896164,,54.70049094859079,,104.69102377329398,,67.19235969729087,,138.50087357751949,,790.7621673170731,,20.019999999999996,,3596.027205038653
6,29,39634,,19.311579758001088,,83.51219992151266,,159.83362408136483,,102.58375526303955,,211.45171538552603,,1084.1943307317076,,20.019999999999996,,5455.670842178635
8,43,39648,,24.382125527453788,,116.08195789090257,,263.01510807166807,,168.80726838284608,,347.95554498440424,,1452.2239439024388,,20.019999999999996,,8623.968012340367
10,57,39662,,22.70411582069806,,129.16553587860625,,350.2132296538348,,224.77240597634878,,463.3142030447302,,1840.148554146341,,20.019999999999996,,11092.503671863018
12,71,39676,,4.850292126830945,,115.80358389116421,,399.2288743721202,,256.2314242570142,,528.1593957629582,,2138.5520253658533,,20.019999999999996,,12124.809655968047
14,85,39690,,0,,132.50602387546672,,422.671139237387,,271.27704169559337,,559.172314019502,,2436.952566829269,,20.019999999999996,,12925.839117495232
16,99,39704,,0,,132.50602387546672,,422.671139237387,,271.27704169559337,,559.172314019502,,2436.952566829269,,20.019999999999996,,12925.839117495232
18,113,39718,,0,,132.50602387546672,,422.671139237387,,271.27704169559337,,559.172314019502,,2436.952566829269,,20.019999999999996,,12925.839117495232
20,127,39732,,0,,132.50602387546672,,422.671139237387,,271.27704169559337,,559.172314019502,,2436.952566829269,,20.019999999999996,,12925.839117495232
22,141,39746,,0,,132.50602387546672,,422.671139237387,,271.27704169559337,,559.172314019502,,2436.952566829269,,20.019999999999996,,12925.839117495232
