Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,FofatoMonoPotasico (Lbs),Admin_FofatoMonoPotasico_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,1,39240,,19.300317105360513,,9.187153600624997,,11.070162082145833,,4.700850062208736,,12.919560956156296,,174.06755219512195,,20.019999999999996,,347.5676985339063
2,8,39247,,19.300317105360513,,9.187153600624997,,11.070162082145833,,4.700850062208736,,12.919560956156296,,253.64168097560975,,20.019999999999996,,350.0822410033697
3,15,39254,,27.572771774308723,,13.101447734374998,,15.837375408020835,,6.718328267876067,,18.464288465203694,,373.00140926829266,,20.019999999999996,,478.8778562070249
4,22,39261,,28.951514219133426,,13.75383009,,16.631910962333333,,7.054574635487289,,19.38840971671159,,417.7607580487805,,20.019999999999996,,501.12955959342264
5,29,39268,,70.31025255904936,,33.40227421154842,,40.39116223818118,,17.132377782921626,,47.085696450899775,,492.36260243902444,,20.019999999999996,,1129.021771919496
6,36,39275,,86.85374789501574,,41.26165186016779,,49.894862748520325,,21.16349904189536,,58.16461114457505,,591.831728292683,,20.019999999999996,,1382.378913913808
7,43,39282,,86.85374789501574,,41.26165186016779,,49.894862748520325,,21.16349904189536,,58.16461114457505,,651.5118365853659,,20.019999999999996,,1384.2648053358566
8,50,39289,,86.85374789501574,,41.26165186016779,,49.894862748520325,,21.16349904189536,,58.16461114457505,,800.7121073170731,,20.019999999999996,,1388.9795338909787
9,57,39296,,111.66910443644883,,47.27569524878715,,67.42303781952613,,27.210213053865463,,74.78307147159649,,830.5526497560975,,20.019999999999996,,1711.1520039748402
10,64,39303,,144.75624649169296,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1009.595904390244,,20.019999999999996,,2145.1157827449974
11,71,39310,,135.208442073272,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1009.595904390244,,20.019999999999996,,2114.5628086060506
12,78,39317,,122.4780361820441,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1128.9561209756096,,20.019999999999996,,2077.5972925982187
13,85,39324,,95.28669289846202,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1218.4762834146343,,20.019999999999996,,1993.413831223829
14,92,39331,,72.06647797010379,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1218.4762834146343,,20.019999999999996,,1919.1091434530827
15,99,39338,,51.67446603129783,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1218.4762834146343,,20.019999999999996,,1853.8547052489034
16,106,39345,,51.67446603129783,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1218.4762834146343,,20.019999999999996,,1853.8547052489034
17,113,39352,,51.67446603129783,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1218.4762834146343,,20.019999999999996,,1853.8547052489034
18,120,39359,,51.67446603129783,,55.29441976694629,,90.79393791420054,,35.272498403158934,,96.94101857429172,,1218.4762834146343,,20.019999999999996,,1853.8547052489034
