Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),FofatoMonoPotasico (Lbs),FofatoMonoPotasico (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,1,39240,,5.514376315817289,,2.624901028749999,,3.162903452041666,,1.3431000177739245,,3.6913031303303705,,49.733586341463415,,20.019999999999996,,135.0550567239732
2,8,39247,,5.514376315817289,,2.624901028749999,,3.162903452041666,,1.3431000177739245,,3.6913031303303705,,49.733586341463415,,20.019999999999996,,135.0550567239732
3,15,39254,,6.8931187606419915,,3.277283384374999,,3.9574390063541665,,1.6793463853851462,,4.615424381838269,,89.5206507317073,,20.019999999999996,,157.1496359236393
4,22,39261,,8.271861205466694,,3.9296657399999995,,4.751974560666667,,2.0155927529963686,,5.539545633346169,,119.36021658536585,,20.019999999999996,,178.92987416954932
5,29,39268,,8.271861205466694,,3.9296657399999995,,4.751974560666667,,2.0155927529963686,,5.539545633346169,,119.36021658536585,,20.019999999999996,,178.92987416954932
6,36,39275,,24.81535654143307,,11.789043388619369,,14.255675071005806,,6.046714011970104,,16.61846032702144,,169.09477951219515,,20.019999999999996,,430.71540397537376
7,43,39282,,24.81535654143307,,11.789043388619369,,14.255675071005806,,6.046714011970104,,16.61846032702144,,169.09477951219515,,20.019999999999996,,430.71540397537376
8,50,39289,,24.81535654143307,,11.789043388619369,,14.255675071005806,,6.046714011970104,,16.61846032702144,,228.774887804878,,20.019999999999996,,432.6012953974225
9,57,39296,,24.81535654143307,,11.789043388619369,,14.255675071005806,,6.046714011970104,,16.61846032702144,,228.774887804878,,20.019999999999996,,432.6012953974225
10,64,39303,,41.358927569055126,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,288.4559726829268,,20.019999999999996,,648.6402236414277
11,71,39310,,41.358927569055126,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,288.4559726829268,,20.019999999999996,,648.6402236414277
12,78,39317,,34.993724623441175,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,288.4559726829268,,20.019999999999996,,628.271574215463
13,85,39324,,27.22476939956058,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,348.13608097560973,,20.019999999999996,,605.2968089210939
14,92,39331,,20.590422277172514,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,348.13608097560973,,20.019999999999996,,584.066898129452
15,99,39338,,14.76413315179938,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,348.13608097560973,,20.019999999999996,,565.422772928258
16,106,39345,,14.76413315179938,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,348.13608097560973,,20.019999999999996,,565.422772928258
17,113,39352,,14.76413315179938,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,348.13608097560973,,20.019999999999996,,565.422772928258
18,120,39359,,14.76413315179938,,15.79840564769894,,25.941125118343013,,10.077856686616839,,27.697433878369065,,348.13608097560973,,20.019999999999996,,565.422772928258
