Semana,DDT,FECHA,Admin_col_3_Cambios,Nitrato de Amonio (Lbs),Admin_Nitrato de Amonio_Cambios,MAP 12-61-0 (Lbs),Admin_MAP 12-61-0_Cambios,Sulfato de Potasio (Lbs),Admin_Sulfato de Potasio_Cambios,Sulfato de Magnesio (Lbs),Admin_Sulfato de Magnesio_Cambios,Nitrato de Calcio (Lbs),Admin_Nitrato de Calcio_Cambios,Solubor (Gramos),Admin_Solubor_Cambios,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
18,120,37908,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
19,127,37915,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
20,134,37922,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
21,141,37929,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
22,148,37936,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
23,155,37943,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
24,162,37950,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
25,169,37957,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
26,176,37964,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
27,183,37971,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
28,190,37978,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
29,197,37985,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
30,204,37992,,0.0,,9.155233943152453,,21.473185066666662,,26.245003970370366,,42.55946589789788,,348.13608097560973,,20.019999999999996,,546.6857703294313
31,211,37999,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
32,218,38006,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
33,225,38013,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
34,232,38020,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
35,239,38027,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
36,246,38034,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
37,253,38041,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
38,260,38048,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
39,267,38055,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
40,274,38062,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
41,281,38069,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
42,288,38076,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
43,295,38083,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
44,302,38090,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
45,309,38097,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
46,316,38104,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
47,323,38111,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
48,330,38118,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
49,337,38125,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
50,344,38132,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
51,351,38139,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
52,358,38146,,0.0,,6.103489295434969,,33.40273232592591,,26.245003970370366,,34.28401419552885,,348.13608097560973,,20.019999999999996,,510.57533320079887
