Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),DAP 18-46-0 (Lbs),DAP 18-46-0 (Cambios),Kcl Soluble (Lbs),Kcl Soluble (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),Melaza (Lts),Melaza (Cambios),Admin_Costo / Aplicación (Costo / Aplicación)
1,3,39122,Furadan 48 SC,0.11848883039873309,,0.15916013387063244,,0.3740916232251851,,0.24009793773649313,,0.3959232778307196,,1.0431880575609755,,0.23995999999999995,0.04541243,22.837944730341125
2,10,39129,Actara 25 WG,0.16926975771247585,,0.22737161981518925,,0.5344166046074075,,0.34299705390927593,,0.5656046826153138,,1.5200763678048779,,0.23995999999999995,4.799199999999999,23.119790552825776
3,17,39136,,0.2581363805115257,,0.3467417202181636,,0.8149853220262964,,0.5230705072116458,,0.8625471409883536,,2.235400054146341,,0.23995999999999995,,11.154084254605818
4,24,39143,Actara 25 WG,0.2962220759968328,,0.3979003346765812,,0.9352290580629631,,0.6002448443412329,,0.9898081945767991,,2.5036431443902436,,0.23995999999999995,4.799199999999999,28.30671336766823
5,31,39150,BaZam,0.3723934669674469,,0.5002175635934163,,1.1757165301362962,,0.7545935186004069,,1.2443303017536902,,2.9507325195121954,,0.23995999999999995,0.011997999999999998,20.3761866547435
6,38,39157,Actara 25 WG,0.47395532159493237,,0.6366405354825297,,1.4963664929007403,,0.9603917509459725,,1.5836931113228785,,3.5468516863414634,,0.23995999999999995,4.799199999999999,19.960457704177188
7,45,39164,,0.5247362489086752,,0.7048520214270866,,1.6566914742829626,,1.063290867118755,,1.7533745161074725,,3.9045149926829272,,0.23995999999999995,,22.03409670653852
8,52,39171,,0.6516885671930319,,0.8753807362884786,,2.057503927738518,,1.320538657550712,,2.1775780280689574,,4.798673258536584,,0.23995999999999995,,27.21819421244185
9,59,39178,TricoZam,0.6770790308499034,,0.909486479260757,,2.1376664184296295,,1.3719882156371035,,2.2624187304612544,,4.97750783804878,,0.23995999999999995,0.011997999999999998,28.255013806094908
10,66,39185,,0.8294218127911315,,1.1141209370944274,,2.6186413625762963,,1.680685564155452,,2.7714629448150374,,6.0505153151219515,,0.23995999999999995,,34.47593136801325
11,73,39192,,0.8294218127911315,,1.1141209370944274,,2.6186413625762963,,1.680685564155452,,2.7714629448150374,,6.0505153151219515,,0.23995999999999995,,34.47593136801325
12,80,39199,,0.9309836674186169,,1.2505439089835408,,2.939291325340741,,1.8864837965010175,,3.1108257543842264,,6.7658419278048765,,0.23995999999999995,,38.62320937273592
13,87,39206,BaZam,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,0.011997999999999998,41.73366787627793
14,94,39213,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
15,101,39220,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
16,108,39227,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
17,115,39234,TricoZam,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,0.011997999999999998,41.73366787627793
18,122,39241,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
19,129,39248,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
20,136,39255,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
21,143,39262,BaZam,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,0.011997999999999998,41.73366787627793
22,150,39269,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
23,157,39276,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
24,164,39283,,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,,41.73366787627793
25,171,39290,TricoZam,1.0071550583892313,,1.352861137900376,,3.179778797414074,,2.0408324707601917,,3.365347861561118,,7.3023368873170735,,0.23995999999999995,0.011997999999999998,41.73366787627793
