Semana (Semana),DDT (DDT),FECHA,FECHA (Cambios),Nitrato de Amonio (Lbs),Nitrato de Amonio (Cambios),MAP 12-61-0 (Lbs),MAP 12-61-0 (Cambios),Sulfato de Potasio (Lbs),Sulfato de Potasio (Cambios),Sulfato de Magnesio (Lbs),Sulfato de Magnesio (Cambios),Nitrato de Calcio (Lbs),Nitrato de Calcio (Cambios),Solubor (Gramos),Solubor (Cambios),",@ Melaza (Lts)",",@ Melaza (Cambios)",Admin_Costo / Aplicación (Costo / Aplicación)
2,14,38741,,0,,13.351382833763994,,45.667798101851844,,48.44048584374998,,80.16843836670002,,427.70923317073164,,20.019999999999996,,965.5543459738373
4,28,38755,,0,,37.38387193453919,,127.86983468518517,,135.63336036249996,,224.47162742676002,,790.7621673170731,,20.019999999999996,,2638.4443402630177
6,42,38769,,2.1231441149130154e-14,,53.40553133505598,,182.67119240740737,,193.76194337499993,,320.67375346680006,,1084.1943307317072,,20.019999999999996,,3755.3284776736905
8,56,38783,,0,,61.416361035314374,,210.07187126851844,,222.8262348812499,,368.77481648682004,,1452.2239439024386,,20.019999999999996,,4320.76405397327
10,70,38797,,0,,66.75691416881997,,281.7219601492592,,286.6959125122684,,473.2523942292291,,1840.148554146341,,20.019999999999996,,5438.233145169044
12,84,38811,,4.246288229826031e-14,,64.08663760206716,,325.9713701688889,,321.501298637037,,529.6289089516181,,2138.5520253658533,,20.019999999999996,,5999.067527848262
