Semana,N,Urea,P2O5,DAP 18-46-0,K2O,Kcl,MgO,Sulfato de Magnesio,Ca,Nitrato de Calcio,B,Solubor
1,1.3676065252707574,0.8965597324055337,0.7675446945833331,1.6685754230072458,1.9160874015748035,3.1934790026246724,0.32794007676496156,2.04962547978101,1.140698564517323,4.2248094982123074,5.0926,24.841951219512197
2,1.3676065252707574,0.8965597324055337,0.7675446945833331,1.6685754230072458,1.9160874015748035,3.1934790026246724,0.32794007676496156,2.04962547978101,1.140698564517323,4.2248094982123074,5.0926,24.841951219512197
3,2.3933114192238247,1.5689795317096824,1.343203215520833,2.9200069902626806,3.3531529527559054,5.5885882545931755,0.5738951343386826,3.5868445896167658,1.996222487905315,7.393416621871537,9.1667,44.715609756097564
4,2.8316952327327325,0.9646143735265279,1.9188617364583334,4.171438557518115,4.790218503937008,7.98369750656168,0.8198501919124038,5.124063699452524,2.8517464112933073,10.562023745530768,12.2222,59.62048780487805
5,2.8316952327327325,0.9646143735265279,1.9188617364583334,4.171438557518115,4.790218503937008,7.98369750656168,0.8198501919124038,5.124063699452524,2.8517464112933073,10.562023745530768,12.2222,59.62048780487805
6,4.530712372372372,1.543382997642445,3.0701787783333323,6.674301692028983,7.664349606299214,12.77391601049869,1.3117603070598463,8.19850191912404,4.562794258069292,16.89923799284923,17.3149,84.46292682926831
7,4.530712372372372,1.543382997642445,3.0701787783333323,6.674301692028983,7.664349606299214,12.77391601049869,1.3117603070598463,8.19850191912404,4.562794258069292,16.89923799284923,17.3149,84.46292682926831
8,6.9219216800133445,1.8869896211689947,4.221495820208332,9.177164826539853,12.880365310586175,21.467275517643625,2.204486071586685,13.778037947416783,7.668029239255336,28.40010829353828,23.426,114.27317073170731
9,6.9219216800133445,1.8869896211689947,4.221495820208332,9.177164826539853,12.880365310586175,21.467275517643625,2.204486071586685,13.778037947416783,7.668029239255336,28.40010829353828,23.426,114.27317073170731
10,8.809718501835167,2.401623154215088,5.372812862083332,11.680027961050722,16.393192213473313,27.321987022455524,2.805709545655781,17.53568466034863,9.759309940870427,36.14559237359417,29.5372,144.0839024390244
11,7.488260726559893,0.8309254393305036,3.581875241388889,7.78668530736715,16.691250253718287,27.818750422863815,2.8567224464858874,17.854515290536796,9.936751939795348,36.80278496220499,29.5372,144.0839024390244
12,7.488260726559893,0.8309254393305036,3.581875241388889,7.78668530736715,16.691250253718287,27.818750422863815,2.8567224464858874,17.854515290536796,9.936751939795348,36.80278496220499,29.5372,144.0839024390244
13,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
14,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
15,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
16,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
17,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
18,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
19,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
20,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
21,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
22,7.488260726559892,-0.86595192828856,4.349419935972222,9.455260730374395,18.096381014873142,30.160635024788572,3.0972118361135252,19.35757397570953,10.773264220441384,39.90097859422735,35.6483,173.89414634146343
