Semana,DDT,FECHA,Admin_col_3_Cambios,Urea (Lbs),Admin_Urea_Cambios,DAP 18-46-0 (Lbs),Admin_DAP 18-46-0_Cambios,Kcl Soluble (Lbs),Admin_Kcl Soluble_Cambios,Sin Magnecio,Admin_Kcl Soluble_Cambios_1,Sin Calcio,Admin_Kcl Soluble_Cambios_2,Sin Boro,Admin_Kcl Soluble_Cambios_3,Melaza (Lts),Admin_Melaza_Cambios,Admin_Costo / Aplicación
1,3,39049,,0.0,,26.54064646562024,,6.347302189636741,,5.703318919297609e-05,,0.00015870625556729462,,0.017841924099999996,,20.019999999999996,,159.2149607813117
2,10,39056,,0.0,,26.54064646562024,,6.347302189636741,,5.703318919297609e-05,,0.00015870625556729462,,0.025998272299999996,,20.019999999999996,,159.2149607813117
3,17,39063,,0.0,,30.554847691367986,,7.435192318437215,,6.680834116830684e-05,,0.00018590757096904743,,0.03823264445,,20.019999999999996,,176.16065126420088
4,24,39070,,3.919153293599719,,31.22388122899261,,13.41956055125936,,0.00012058041557501075,,0.0003355391224205825,,0.0428204777,,20.019999999999996,,210.86468914011655
5,31,39077,,19.004155044192945,,28.43624148889001,,25.690752111378515,,0.00023084225107012854,,0.0006423647320528466,,0.05046716674999999,,20.019999999999996,,290.1510347290221
6,38,39084,,29.369468348518417,,19.325163302871513,,31.73565998931661,,0.00028515829974029366,,0.0007935100006873152,,0.060662752149999985,,20.019999999999996,,312.7696347435596
7,45,39091,,30.326021890170356,,19.325163302871513,,33.911683378022445,,0.00030471078832655136,,0.0008479187106762945,,0.06677996324999999,,20.019999999999996,,323.1334302442804
8,52,39098,,31.04343704640931,,19.325163302871513,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.08207299099999998,,20.019999999999996,,330.90627686982106
9,59,39105,,29.861637327962214,,19.325163302871513,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.08513164659999999,,20.019999999999996,,327.2426977426351
10,66,39112,,29.418716432812115,,16.430199142435335,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.10348358019999997,,20.019999999999996,,316.31626123823037
11,73,39119,,28.690041539476756,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.10348358019999997,,20.019999999999996,,310.23601637711505
12,80,39126,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.11571800239999998,,20.019999999999996,,305.3512442075336
13,87,39133,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
14,94,39140,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
15,101,39147,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
16,108,39154,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
17,115,39161,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
18,122,39168,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
19,129,39175,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
20,136,39182,,27.114308581547284,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,305.3512442075336
21,143,39189,,24.750709144653076,,15.272213478260865,,35.543700919551824,,0.00031937515476624463,,0.000888725243168029,,0.12489381904999998,,20.019999999999996,,298.0240859531616
22,150,39196,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
23,157,39203,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
24,164,39210,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
25,171,39217,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
26,178,39224,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
27,185,39231,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
28,192,39238,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
29,199,39245,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
30,206,39252,,21.223709899256228,,11.644567717391304,,30.20903978175416,,0.0002714409728315661,,0.0007553387950983989,,0.12489381904999998,,20.019999999999996,,256.98130941304976
